Intent	Sentence
REQUEST_LISTING	i think i want , uh , how- what size pizza should ****** get if i wan na get <quant> three </quant> pizzas for like , ten people ? what do you think ?
ADD_PERSONAL	yup , it ****** s <address> 12345 st </address>
ADD_PERSONAL	it ****** <number> 206-555-7812 </number>
MAKE_PIZZA	uhh <quant> one </quant> <size> large </size> pizza , uh one half with <topping> mushrooms </topping> and one half with chicken .
UNDEFINED	you ****** are the best
ORDER_PREFERRED	may i place another order for my most recent pizza , please
CONFIRM	yeah , that would be great
MAKE_PIZZA	may i order a <pizza_type> pepperoni </pizza_type> ****** <crust> thin </crust> . make it <size> large </size> , please
UPDATE_ATTRIBUTE	actually i 'll get a different crust type
DEPART	bye ******
ADD_ATTRIBUTE	<size> large </size> pizza
MAKE_PIZZA	hello , may i get a <size> ****** inch </size> <pizza_type> 4 cheese </pizza_type>
ADD_PERSONAL	okay , yes ! <address> 200 8th street sw </address> , the name 's <name> john gates </name> .
GREET	hi there !
ORDER_PREFERRED	i 'd like to get my most frequent pizza order , please
MAKE_PIZZA	yes i ’ d like to place a to-go order ****** a <size> small </size> <crust> deep ****** </crust> pizza with <topping> cheddar </topping> , <topping> swiss </topping> , <topping> provolone </topping> , <topping> green peppers </topping> , <topping> red onion </topping> , <topping> mushrooms </topping> , <topping> onions </topping> , and <topping> olives </topping> .
UNDEFINED	darn !
ADD_MODALITY	yes , let 's go with <modality> take out </modality>
ADD_PERSONAL	use asli , please
REQUEST	that ’ ****** all . when will the garcon arrive ?
REQUEST_LISTING	****** for the <pizza_type> cheese </pizza_type> pizza , um , can you do extra cheese like a lot of extra cheese ?
END_ORDERING	yeeah , um . that should be it .
REQUEST	uh , is this the location at <address> 123 sunset </address> ?
THANK	- thanks .
ADD_MODALITY	yeah , how about <modality> take out </modality> , please
UNDEFINED	okay , this might be a long order
ADD_PERSONAL	it 's <name> eva </name>
ORDER_PREFERRED	please place an order ****** my usual order
ADD_MODALITY	<size> large </size> , delivered to <address> 1566 castle drive </address>
UNDEFINED	just don ’ t ****** your old lady find out how much you bet jerry on the ****** one
ORDER_PREFERRED	place an ****** for my ****** pizza
ADD_MODALITY	i 'll pick it up .
ADD_PERSONAL	it 's <name> michael </name>
ADD_MODALITY	<modality> pick up </modality>
CONFIRM	****** see you soon
ADD_MODALITY	yes ****** make it <modality> take-out </modality> , please
ADD_PAYMENT_ATTRIBUTE	yeah , it 's <numeric> 7777 </numeric> with expiration date <numeric> 44/34 </numeric> and code <numeric> 999 </numeric> , billing is <numeric> 56789 </numeric>
INFORM	one caesar salad .
UPDATE_ATTRIBUTE	i 'd rather have ****** <pizza_type> pepperoni </pizza_type> on <crust> thin </crust> crust instead , please
ORDER_PREFERRED	please reorder my previous pizza order
ADD_PERSONAL	address : <address> 123 myaddress </address>
ADD_PERSONAL	******
ORDER_PREFERRED	please order my most frequent pizza order
UNDEFINED	just get the pizza to me quickly , that.s all i ask of you
DENY	nope
CONFIRM	mm-hm
ADD_PAYMENT_ATTRIBUTE	cc number is <numeric> 7899 </numeric> , code is <numeric> 322 </numeric> and expiration date is <numeric> 8832 </numeric>
ADD_MODALITY	yep , how about <modality> pick up </modality>
MAKE_PIZZA	i 'll take a <pizza_type> pepperoni </pizza_type> on <crust> gluten free </crust>
REQUEST	yeah . yeah , true . um , but how many am i at right now like four ? yeah , i think i ’ m at four right ?
ADD_MODALITY	<modality> take-out </modality> will be great
MAKE_PIZZA	i 'll take a <pizza_type> 5 cheese </pizza_type> , please
MAKE_PIZZA	[ laughs ] that 's such a good joke i am definitely gon na get the <pizza_type> four cheese </pizza_type> pizza um [ pause ] and i would like the largest size that you have
CHECK_ORDER_STATUS	how long until my pizza order is delivered ?
UNDEFINED	um , yeah , yeah of course .
THANK	thank you so much
ORDER_PREFERRED	may i ****** my favorite pizza , please
INFORM	also we 'll get <quant> 3 </quant> <side> bread sticks </side> , <quant> 3 </quant> <side> cheese sticks </side> , and <quant> 3 </quant> <beverage> ****** </beverage>
CONFIRM	you know what that sounds great
THANK	that is it , thank you
ADD_ATTRIBUTE	could i get <topping> green peppers </topping> on that as well
ADD_TO_ORDER	okay okay um ... let me do a <size> medium </size> <beverage> coke </beverage>
GREET	hello ,
REQUEST	****** you get that ?
START_ORDER	hey , how 's it going ? i 'd like to place an order
MAKE_PIZZA	i want to order a <pizza_type> hawaiian </pizza_type> on <crust> gluten free </crust> crust . make it <size> small </size>
REQUEST	okay . so , so then that one does ****** have any cheese right ?
CONFIRM	yeah that.s fine
ADD_MODALITY	yes , oh , and can ****** , please make it <modality> take out </modality> , please
UNDEFINED	ah !
MAKE_PIZZA	i 'll have a <size> 10 inch </size> <pizza_type> vegetarian </pizza_type> on <crust> gluten free </crust>
ORDER_PREFERRED	i 'd like to reorder ****** most recent pizza <
MAKE_PIZZA	that sounds amazing . can i get that as an <size> extra large </size> ?
MAKE_PIZZA	i 'll get a <pizza_type> 4 cheese </pizza_type> on <crust> regular </crust> crust , please
REQUEST	um , how many people does the <size> large </size> serve ?
MAKE_PIZZA	can i order a <size> large </size> <pizza_type> pepperoni </pizza_type> ****** thin crust , please
DEPART	bye
MAKE_PIZZA	the last person wants <pizza_type> veggie supreme </pizza_type> but with <topping> ham </topping>
MAKE_PIZZA	hey jake ! <size> 14 inch </size> <pizza_type> hawaiian </pizza_type> please !
ADD_PAYMENT_ATTRIBUTE	my name is ****** blair , card number is <numeric> 777 </numeric> , expiration date is <numeric> 11/23 </numeric> , code is <numeric> 999 </numeric>
CONFIRM	great . okay , great .
ADD_ATTRIBUTE	yeah , i 'm going to go for <crust> regular </crust>
ADD_PERSONAL	is uh , is <name> jane doe </name> .
CONFIRM	okay . order should be there in <time> ten minutes </time> i think ****** yeah .
ADD_TO_ORDER	garlic butter !
CONFIRM	yes thank you that ’ ****** be it
ORDER_PREFERRED	may i place an order for ****** ****** ****** order again
DEPART	great bye <
ADD_MODALITY	<modality> pick up </modality>
CHECK_ORDER_STATUS	how far away is my order ?
THANK	perfect ****** thank you so much . see you then
CONFIRM	that is all
END_ORDERING	that ’ s it for me . how mush is <modality> delivery </modality> ?
ADD_MODALITY	<modality> delivery </modality> will be great
DENY	nope , i 'd like to change something
DEPART	great ! you too , bye .
THANK	****** thanks
MAKE_PIZZA	i like to order <pizza_type> 4 cheese </pizza_type> pizza .
ORDER_PREFERRED	can i place another order for my most recent order again
ADD_MODALITY	<modality> take-out </modality> , please
DEPART	great i ’ ll drive over now bye-bye
UPDATE_PERSONAL	um no - the address is <address> 1 7 4 8 4 ave </address>
DENY	erm - no - just the pizza . i ’ d like <quant> one </quant> <size> small </size> <crust> gluten free </crust> <pizza_type> meat ****** </pizza_type> .
MAKE_PIZZA	hey , how 's it ****** ? i 'd like a <pizza_type> vegan </pizza_type> , please
THANK	ok awesome thank you
REQUEST	i think i do…but could you give it to ****** again ?
UNDEFINED	so expensive .
THANK	great , thank you .
GREET	hello ?
CONFIRM	, please yep ,
ADD_PAYMENT_ATTRIBUTE	cool ****** my card is <numeric> 5555 </numeric> , expiration date <numeric> 33/44 </numeric> , security code <numeric> 890 </numeric>
CONFIRM	******
THANK	sounds perfect ******
INFORM	yes please ! a coke ?
REQUEST_COST_OF	how much ?
ADD_PAYMENT_ATTRIBUTE	****** card number is <numeric> 8923 </numeric> , expiration <numeric> 10/24 </numeric>
THANK	mhm thanks ******
ADD_MODALITY	<modality> pick up </modality> from your issaquah highlands location sounds good
MAKE_PIZZA	can i order a <pizza_type> veggie supreme </pizza_type> . make it <size> 14 inch </size> , please
DEPART	you too pal !
REQUEST	do you ****** the <crust> gluten free </crust> crust ?
ADD_ATTRIBUTE	<crust> regular </crust> crust , these kids are pretty picky eaters .
THANK	terrific thanks
REQUEST	how long is it ****** to take ?
UNDEFINED	you ’ ll have to count it yourself , it ’ s in nickels
ADD_MODALITY	yeah , please make it <modality> pick up </modality> , please
ADD_MODALITY	umm . uh , <modality> delivered </modality> , <modality> delivered </modality> , yeah . <modality> delivered </modality> .
ADD_PAYMENT_ATTRIBUTE	perfect , let me give you my card ... um that.s gon na be -- the number is um <numeric> 1024 </numeric>
GREET	ring ring
ADD_PERSONAL	address is <address> 1410 ne campus parkway seattle , wa 98195 </address> .
ORDER_PREFERRED	i 'd ****** ****** get my most common again , please
CHECK_ORDER_STATUS	****** my order ready ?
REQUEST	just cheese or <pizza_type> pepperoni </pizza_type> ?
ORDER_PREFERRED	can i place an order for my usual order again
ADD_MODALITY	yes ****** how about to go , please
UNDEFINED	no it ’ s just the pizza order .
ADD_PAYMENT_ATTRIBUTE	okay , the card type is mycard and the name is <name> hannah smith </name> .
UPDATE_PERSONAL	it 's <name> imed wait paul white </name>
DEPART	you ****** , bye !
ADD_MODALITY	****** , you have <modality> delivery </modality> now ? wonderful ! <modality> delivery </modality> !
DENY	no just the ******
ADD_ATTRIBUTE	i ****** a uhh ... <pizza_type> 4 cheese </pizza_type> , please
UNDEFINED	oh ok that might be ****** problem
ADD_PERSONAL	<name> walter </name>
REQUEST	just confirming , this is pizza pizza on 23456 ave ?
INFORM	um , i think bout 3pm .
REQUEST	you get that that time ?
END_ORDERING	um and that will be all for me
THANK	awesome thanks
ADD_MODALITY	forrr pickup please
CONFIRM	mhm .
ADD_PERSONAL	it ’ s <numeric> 1234 1234 1234 1234 </numeric> . the security code is ****** <
ADD_PAYMENT_ATTRIBUTE	i can pay over ****** phone .
CHECK_ORDER_STATUS	how ****** until my pizza order is ready ?
UNDEFINED	oh no !
CONFIRM	yes that 's it thank you so much
CONFIRM	yes please
INFORM	okay , the sides , i will get <quant> two </quant> orders of each of the sides .
INFORM	****** ****** yeah , ****** a cola . umm .
DENY	******
MAKE_PIZZA	hey ****** how 's it going ? i 'll have a <pizza_type> supreme </pizza_type> , please
THANK	amazing thanks
ORDER_PREFERRED	order my previous again
GREET	****** ,
ADD_PAYMENT_ATTRIBUTE	okay yes it is <numeric> 1234 1234 1234 </numeric> stop ****** <numeric> 1234 </numeric>
THANK	okay great , thank you
THANK	thank you ma ’ am. <
CONFIRM	you bet !
THANK	thanks !
END_ORDERING	great i think that 'll be all ****** ******
ADD_TO_ORDER	can i ****** uh , dr. pepper . and . a <beverage> sprite </beverage>
MAKE_PIZZA	wow - this is going to be the best dinner i ’ ****** had ****** months . i ’ ll take a <size> large </size> . what ’ s your name again ?
ADD_PERSONAL	<name> mr man </name>
UNDEFINED	i 'll call right back
GREET	hi can you hear me
DENY	no
UNDEFINED	let ’ s see
CONFIRM	yeah
ADD_MODALITY	<modality> delivery </modality> sounds good
REQUEST	hello are you pizza restaurant ?
ADD_MODALITY	<modality> delivery </modality>
DENY	um , no , i do n't think so .
MAKE_PIZZA	hi ****** can i get a <size> large </size> <pizza_type> cheese </pizza_type> pizza , <size> large </size> <pizza_type> pepperoni </pizza_type> pizza , and extra ****** supreme pizza with <quant> no </quant> <topping> peppers </topping> ****** it
CONFIRM	um that 's fine
ADD_ATTRIBUTE	let 's go with a <pizza_type> meat lovers </pizza_type>
MAKE_PIZZA	can i order a <pizza_type> veggie ****** </pizza_type> on <crust> regular </crust>
THANK	thanks
ADD_PERSONAL	put it under <name> danko </name>
CONFIRM	i guess i -- i guess that.s fine
MAKE_PIZZA	i 'd like to get a <pizza_type> pepperoni </pizza_type> . make it <size> medium </size>
ADD_ATTRIBUTE	these are all gon na be <size> small </size>
ADD_PERSONAL	great . the address will ****** <address> 76543 blvd </address>
CONFIRM	right
CONFIRM	yes
ADD_MODALITY	i would like my order delivered please .
ADD_PERSONAL	sure , it 's ****** johnson , <numeric> 2222 </numeric>
CONFIRM	yes
REQUEST	****** do you also have those little packets with the uh <side> italian herb </side>
CONFIRM	amazing , perfect
CHECK_ORDER_STATUS	when will my order arrive here ?
MAKE_PIZZA	i 'd like to get a <pizza_type> pepperoni </pizza_type> . make it <size> 10 inch </size>
ORDER_PREFERRED	may ****** reorder my most frequent again , please
DENY	no thanks !
REQUEST_LISTING	hi ! i 'd like a <size> large </size> <pizza_type> meaty </pizza_type> pizza . what do you have that 's just covered in meat ?
ADD_TO_ORDER	okay . well i.ll ****** get the <side> garlic bread </side> ****** get two orders of that .
START_ORDERING	hi um can i place an order for a pizza
GREET	hey , how ****** it going ?
ADD_PAYMENT_ATTRIBUTE	****** 'll pay when i <modality> pick up </modality> .
UNDEFINED	oh ****** um
REQUEST	****** is ****** premade ? or can you get , can you , um , not put the butter ****** it ?
ADD_PERSONAL	<name> john doe </name>
MAKE_PIZZA	hi ! can i please get <quant> one </quant> <crust> regular </crust> pizza with <topping> ham </topping> ?
CONFIRM	uh yes
REQUEST	can you recommend a crowd pleasing variety ?
UNDEFINED	let me find my menu here
THANK	all right . thank you .
UNDEFINED	……
MAKE_PIZZA	okay , so i 'm gon na ****** to get at least one of those
GREET	hey , how 's it going ?
MAKE_PIZZA	i want to order a <pizza_type> meat lovers </pizza_type> on <crust> gluten free </crust> ****** ****** make it <size> 10 inch </size> , please
ADD_ATTRIBUTE	i 'd like to get a <pizza_type> 4 cheese </pizza_type>
THANK	thank you , you too !
ADD_ATTRIBUTE	could i get <topping> green peppers </topping> on that as well
ADD_ATTRIBUTE	<size> large </size> ! and <quant> ****** </quant> <beverage> cheese </beverage>
CONFIRM	that would be perfect , thanks !
CONFIRM	mhm .
REQUEST_COST_OF	aw man , did you raise your ****** ?
THANK	perfect . thanks so much .
ADD_ATTRIBUTE	uh um i 'll have your uh smallest size
REQUEST	oh , wow . that ****** awesome . just making ****** , there is <topping> pepperoni </topping> on that ?
ORDER_PREFERRED	place an order for my usual order
START_ORDERING	hey , how 's it going ? i 'd like ****** place an order
ORDER_PREFERRED	please reorder my preferred order again
ORDER_PREFERRED	please get my previous
THANK	great see you then .
UPDATE_MODALITY	perfect . so i can come <modality> pick this up </modality> <time> 3 pm friday </time> .
ADD_PERSONAL	put it under <name> karthik </name>
MAKE_PIZZA	can i order a <size> large </size> <pizza_type> meat lovers </pizza_type> , please
REQUEST	person four does n't like cheese , vegetables , or meat , what do you recommend for them ?
INFORM	that ’ s correct . let me get <quant> one </quant> <side> caesar salad aswell </side>
ADD_PAYMENT_ATTRIBUTE	it ’ s <numeric> 1234567890987654 </numeric>
CONFIRM	yes ,
ORDER_PREFERRED	place another order for my favorite again
MAKE_PIZZA	i need a uhh ... <pizza_type> hawaiian </pizza_type> . make it <size> 12 inch </size>
START_ORDERING	i 'd like to order for <modality> take out </modality> from your redmond town ****** store
ORDER_PREFERRED	i 'd ****** to place ****** order for my favorite
ADD_ATTRIBUTE	hm , ok - the <size> large </size> sounds great . do you have <crust> cheese filled </crust> crust ?
ADD_MODALITY	how about <modality> pick up </modality>
INFORM	awesome , can i have that and some of the <side> garlic sauce dip </side> ?
REQUEST_LISTING	what sides do you have ?
UNDEFINED	yes , everything ’ s fine , it ’ s just my father hasn ’ t been well lately .
CONFIRM	i 'd like one <pizza_type> vegan </pizza_type> <crust> deep dish </crust> pizza with yes all of the meat items
ADD_ATTRIBUTE	******
DEPART	i ’ ll have to call you back later for the pizza
THANK	i suppose i will let the groundskeeper know that james is on his way… thank you young man .
UNDEFINED	um , we.re pretty hungry.so . i don.t know .
REQUEST	do you take mastercard ?
ADD_MODALITY	hi there ! i ’ d like to place an order for <modality> delivery </modality>
UNDEFINED	oh , billing zip code .
ADD_MODALITY	oh great um well that sounds good for me can i get that for <modality> pick up </modality>
ADD_ATTRIBUTE	no , ****** the large pizzas should have <crust> gluten free </crust> crust . and i. ****** want <topping> mushrooms </topping> on the meat half of the half and half pizza .
CONFIRM	yeah .
ADD_PERSONAL	soumya , please
DEPART	see ya round !
START_ORDERING	hi dominos ****** can i get a pizza ?
ADD_MODALITY	<modality> take out </modality>
ADD_PERSONAL	uh gerald
ADD_MODALITY	****** , <modality> take out </modality> sounds good
MAKE_PIZZA	hi , may i get a <size> large </size> <pizza_type> 4 cheese </pizza_type>
ADD_MODALITY	let 's go with <modality> take-out </modality> , please
ADD_PERSONAL	to <address> 123 elm st </address>
REQUEST	hi um i 'm throwing a ****** party for my brother , um , it 's actually at the end of the week , but i 'm shopping around for prices now . um ****** how much do you , how many pizzas do you think i would need for <quant> 50 </quant> people ?
ADD_ATTRIBUTE	yes ****** spinach ****** ! cheese , <topping> sausage </topping> , spinach .
DENY	nope
MAKE_PIZZA	hello i need to <size> large </size> <pizza_type> cheese </pizza_type> pizzas <quant> two </quant> <beverage> cokes </beverage> with i need you to get off of that furnace right now ****** you hear me i swear to god i ’ m sorry
ADD_PERSONAL	and the ****** for it is . <name> melanie </name>
ORDER_PREFERRED	i 'd like to order my previous pizza order again
ADD_TO_ORDER	oh cola sounds great can i get <quant> one </quant> ****** those too
CONFIRM	perfect
CONFIRM	yeah that 's it
MAKE_PIZZA	hey , how 's it going ? i 'd like a <size> medium </size> <pizza_type> 4 cheese </pizza_type>
UNDEFINED	oh
UNDEFINED	i have <quant> seven </quant> people who all want different pizzas
INFORM	okay , think we.re gon na need . ten should be good if you have like a set of ten
CONFIRM	that sounds great
CHECK_ORDER_STATUS	where 's the pizza i ordered ?
REQUEST	hi ! can you ****** to <address> 5803 green parkway ne </address> ?
REQUEST	that 's fine . how long will it take ?
GREET	hello .
ORDER_PREFERRED	please place an order for my most recent order
ORDER_PREFERRED	please place an order for my most recent pizza again
GREET	hello ?
ADD_PAYMENT_ATTRIBUTE	and , um , oh the-the ****** code is <numeric> 11111 </numeric>
THANK	thank you bye
REQUEST	oh , why not ?
MAKE_PIZZA	can i order a <pizza_type> hawaiian </pizza_type>
DEPART	you too
ADD_MODALITY	hi ! can i please place an order for <modality> pick ****** </modality> ?
ORDER_PREFERRED	place an order for my previous pizza again
ORDER_PREFERRED	could i place another order for my most frequent order , please
MAKE_PIZZA	can i get a <pizza_type> 4 cheese </pizza_type> on <crust> thin </crust> crust
THANK	sounds great . thank you for your kind service !
ADD_ATTRIBUTE	oh , ****** please !
THANK	thanks !
ADD_MODALITY	<modality> take out </modality> will be great
UPDATE_PERSONAL	it 's <name> eva wait tigh white </name>
UNDEFINED	you too !
INFORM	oh , i see . okay , that 's , that 's good . i think i 'll go ****** that one .
GREET	uh hello
GREET	hi ! sorry , ****** , just a moment here
ADD_PAYMENT_ATTRIBUTE	okay . all right so i 'm going to be paying with ****** visa .
ADD_PERSONAL	it 's <number> 519-555-0021 </number>
CONFIRM	okay i 'll see you in <time> fifteen minutes </time>
ADD_ATTRIBUTE	thick crust please
MAKE_PIZZA	hi anna ! can ****** get a <size> large </size> <pizza_type> hawaiian </pizza_type> ? and some breadsticks ?
ADD_PAYMENT_ATTRIBUTE	expiration date is <numeric> 05/54 </numeric> and the code is <numeric> 123 </numeric>
REQUEST_LISTING	do ****** of your specialty pizzas have <topping> pineapple </topping> and <topping> ham </topping> ?
ADD_PERSONAL	put it under <name> eva </name>
CONFIRM	sounds great ! i 'll have that
REQUEST_LISTING	<quant> three </quant> larges ?
INFORM	hi , is it possible to just get <quant> 3 </quant> orders of your breadsticks and ****** drink ?
DENY	nope that ****** ll be all
REQUEST	i love salad ! what ’ s your favorite ?
CONFIRM	that works yes ,
ADD_PERSONAL	the name of the order is jane .
MAKE_PIZZA	could i get a ****** pizza with <quant> no </quant> <topping_type> cheese </topping_type> , only sauce and <topping> spinach </topping> ?
REQUEST	hi , does tony 's sell slices or just whole ****** ?
CONFIRM	that would be great yes ,
ADD_MODALITY	****** delivered to ugh i ****** you to <address> 12345 st </address> that ’ s all
UNDEFINED	do you have a pen and paper ready ? i know what i want .
THANK	thanks
CONFIRM	sure that ’ ****** fine
THANK	terrific thank you
UPDATE_PAYMENT_ATTRIBUTE	oh ****** sorry it ****** <numeric> 44/33 </numeric>
UNDEFINED	um
THANK	oh right ! alright , that sounds great
GREET	ring ring
CONFIRM	yes , that 's all . my card is <numeric> 2363 </numeric> , code <numeric> 425 </numeric>
UPDATE_PERSONAL	ah <address> 9.. 98103 </address>
ADD_PERSONAL	it ****** <number> 360-555-7777 </number>
MAKE_PIZZA	um , hi . i just want to ****** a , a <size> large </size> pizza ****** .
CONFIRM	yep
CONFIRM	awesome
CONFIRM	yes please
ADD_MODALITY	<modality> take-out </modality> , please
ADD_MODALITY	i ’ ll come get it , thanks .
MAKE_PIZZA	i 'll get ****** <size> medium </size> <pizza_type> pepperoni </pizza_type>
INFORM	hi so i have a milk allergy , um
ADD_ATTRIBUTE	i 'll have a <pizza_type> pepperoni </pizza_type>
ADD_TO_ORDER	okay okay um ... let me do a <size> medium </size> <beverage> ****** </beverage>
INFORM	i ’ d like <quant> 3 </quant> <beverage> orange sodas </beverage>
MAKE_PIZZA	i 'll order a uhm ... <pizza_type> veggie supreme </pizza_type>
ADD_MODALITY	i.ll come in for <modality> pickup </modality>
REQUEST_LISTING	alright ****** and then , um , what about <pizza_type> cheese </pizza_type> options
INFORM	one cola .
ORDER_PREFERRED	place an order for ****** preferred pizza order
MAKE_PIZZA	the first person wants a pizza with <topping> bacon </topping> , <topping> sausage </topping> , and <topping> green peppers </topping>
UPDATE_ATTRIBUTE	um i think i 'd like the <crust> thin </crust> i mean i mean the <crust> regular </crust>
ORDER_PREFERRED	can ****** place an order for my previous order , ******
ADD_MODALITY	hi ! can i place an order for <modality> delivery </modality> ?
GREET	hello
ADD_PERSONAL	and the full name is <name> lena horne </name>
CONFIRM	****** that 's it
MAKE_PIZZA	i 'd like to order a <pizza_type> hawaiian </pizza_type> on <crust> gluten free </crust> . make it <size> 14 inch </size> , please
CONFIRM	that ’ s correct .
DEPART	thank you , goodbye !
CONFIRM	oh , ****** , i think that ’ s right…um
ADD_PERSONAL	31 5th ****** northeast , please !
ADD_TO_ORDER	i ****** take the sierra mist
CHECK_ORDER_STATUS	where 's the pizza i ordered ******
CHECK_ORDER_STATUS	is my order ready ?
ORDER_PREFERRED	please place another order for my favorite
ADD_MODALITY	yes , make it <modality> pick up </modality> from your fremont location
ORDER_PREFERRED	could i take my most common pizza order again
UNDEFINED	oh , well , i 'm a little offended that you 're insulting my pizza topping choices .
DEPART	i ****** to go now ******
INFORM	a <size> large </size> <beverage> coke </beverage> , please !
CHECK_ORDER_STATUS	how long until my order is delivered ?
ADD_MODALITY	got it ****** that should be enough ****** for me to swing by for <modality> pick up </modality> !
ADD_MODALITY	<modality> delivery </modality> .
ADD_ATTRIBUTE	regular .
ADD_ATTRIBUTE	<crust> thin </crust> crust ****** think
REQUEST	and then the ... do you need ****** cv ****** ****** that security code on the back ?
INFORM	right and we need it at 6pm sharp
UNDEFINED	oh fantastic !
MAKE_PIZZA	may i get a uhm ... <pizza_type> pepperoni </pizza_type> on <crust> regular </crust> , please
ADD_MODALITY	please make it <modality> take-out </modality> , please
GREET	ring ring
ADD_ATTRIBUTE	<crust> thin </crust> please !
MODIFY_ORDER_MODALITY	would it be possible to change that to <modality> delivery </modality> ? i do n't think i 'll be able to get over there ****** <modality> pick up </modality> .
INFORM	i think they love <topping> bacon </topping> . so i guess i would say they can be a good one .
REQUEST	hmm , okay . so , um , and also just ****** i just do n't even know like , what kinds of pizzas i should order for that many people . um like , what do you think are like ****** favorites here ?
ADD_MODALITY	yes ****** and , uh we.ll get that ****** <modality> delivery </modality> , um , ****** ****** <address> 48th street suite 12 </address> .
INFORM	i 'd love some ****** sticks please !
MAKE_PIZZA	i need a <pizza_type> 5 cheese </pizza_type> on <crust> deep dish </crust> , please
ADD_MODALITY	yep , make it <modality> take out </modality> , please
ADD_ATTRIBUTE	i 'll have a <pizza_type> 4 cheese </pizza_type>
ORDER_PREFERRED	may i ****** my usual pizza order
ADD_MODALITY	<modality> take out </modality> from your bellevue square shop will be great , please
UNDEFINED	i
UPDATE_ATTRIBUTE	i 'd like a different type of pizza , actually
MAKE_PIZZA	so those are <topping> pineapple </topping> , <topping> green peppers </topping> , <topping> ****** onions </topping> , <topping> mushrooms </topping> and <topping> black olives </topping> . right ? so i want them ( mmm ) <quant> two </quant> pizzas that just have all of those things on it .
MAKE_PIZZA	i ****** order a vegetarian . make it <size> 14 inch </size> , please
REQUEST	do you have ****** as well ******
THANK	got it , thank you so much
UPDATE_PERSONAL	<name> walter e smithe </name>
MAKE_PIZZA	a <size> small </size> <pizza_type> hawaiian </pizza_type> pizza and a <size> large </size> <pizza_type> supreme </pizza_type> , please .
CONFIRM	absolutely yeah ,
ADD_PAYMENT_ATTRIBUTE	yes , it 's <numeric> 5667 </numeric> , code <numeric> 142 </numeric> , expires <numeric> 12/12 </numeric>
ADD_TO_ORDER	[ aside ] ok ****** ok ... no you can.t have , no [ phone ] let.s do -- let.s do a ****** lemonade
ORDER_PREFERRED	may i reorder my preferred pizza
MAKE_PIZZA	may i get a <size> ****** </size> <pizza_type> veggie supreme </pizza_type> . make it <size> ****** inch </size>
INFORM	[ overlapping ] okay , i can- i can pick it up on friday .
ORDER_PREFERRED	please order my previous
CONFIRM	yes yeah that.s right
UNDEFINED	oh
ADD_ATTRIBUTE	uhh margarita sauce .
MAKE_PIZZA	oh it.s ****** i.ll just get , um , can i get a custom pizza ? with --
THANK	sounds good . thank you .
REQUEST	oh how long . ****** how long should it be before the ****** bread . do you have that ready .
UPDATE_ATTRIBUTE	<topping> spinach </topping>
ADD_PERSONAL	yeah um <address> it.s 321 6th avenue northeast , um , seattle , washington , 00000 </address>
ADD_PERSONAL	my name is <name> ann </name>
UPDATE_ATTRIBUTE	sorry , but i ’ d ****** to stick to the original order . so that ’ s <quant> 1 </quant> <size> small </size> <pizza_type> cheese </pizza_type> pizza , <quant> 1 </quant> <size> medium </size> <pizza_type> cheese </pizza_type> pizza , and <quant> 1 </quant> <size> large </size> <pizza_type> cheese </pizza_type> pizza .
ORDER_PREFERRED	please order ****** favorite pizza order
CONFIRM	yeah thats right
INFORM	yes and you.re gon na go up the stairs and down the left hallway and we.re the first on the right
CONFIRM	yep
ADD_MODALITY	<modality> delivery </modality> pls
THANK	great , thank you so much . i ’ ll get my ****** , just a second !
MAKE_PIZZA	hi yes , i need <quant> five </quant> <size> assorted large </size> pizzas .
REQUEST	and that has all the toppings i want , the <pizza_type> veggie supreme </pizza_type> ?
REQUEST	can i have my order delivered ?
GREET	hello
ADD_MODALITY	hi , i 'd like a <modality> pick up </modality> order
GREET	hi ! that sounds great , but i ’ m actually vegetarian ! haha
THANK	thank you
START_ORDERING	great - yes i would like to place a pizza order
MAKE_PIZZA	no um can i - can i also get , um , a <size> medium </size> <pizza_type> hawaiian </pizza_type> pizza ?
REQUEST	okay . um , and what size would those need to ****** ?
ADD_PAYMENT_ATTRIBUTE	<numeric> 1234 1234 ****** 1234 </numeric>
ADD_MODALITY	<modality> delivery </modality> will be great
THANK	great thank you
MAKE_PIZZA	hi ! i ’ d ****** to place an order for <quant> 2 </quant> <size> small </size> pizzas - one is a <crust> regular </crust> <pizza_type> vegan </pizza_type> , and the other is a <crust> deep ****** </crust> <pizza_type> veggie surpreme </pizza_type> ******
THANK	okay , thanks !
ADD_MODALITY	****** ****** be great , please
REQUEST	****** you give , um , cups and napkins , too ?
ADD_MODALITY	<modality> pick up </modality> will be great , please
ADD_PAYMENT_ATTRIBUTE	yeah , hang on . ok , so number is <numeric> 5600 </numeric> . um , expiration date <numeric> 00/12 </numeric> , um and the code on that is <numeric> 123 </numeric>
THANK	amazing thanks
ADD_PERSONAL	my number is <numeric> 123456789 </numeric>
GREET	hey , how 's it going ?
CHECK_ORDER_STATUS	can you look up ****** status of my order ?
START_ORDERING	hello i ’ ****** like to order a pizza please
DEPART	alright peace out brother
ADD_PAYMENT_ATTRIBUTE	my card info is <numeric> 5444 expr 16/15 </numeric> name ******
INFORM	thanks , can i ****** that drink a sprite ?
THANK	thank you !
CONFIRM	absolutely
