Conversation	Speaker	Transcript
Text16	Clerk	Ah , right , thanks for catching that ! Yes , I have the <topping_type> meat </topping_type> lovers as regular crust . Would you like any drinks or sides today ?
Text16	User	Do you have an birch beer ?
Text16	Clerk	We unfortunately do n't have birch beer , but we do have <ref id='reid.33'>root beer</ref> . Would you like <refexp id='reid.33'>that</refexp> ?
Text16	User	I guess <refexp id='reid.33'>that</refexp> will do .
Text16	Clerk	How many root beers would you like ?
Text16	User	How about <quant> two </quant> ?
Text16	Clerk	Great . Is <ref id='reid.34'>this order</ref> <modality> delivery </modality> or <modality> pick up </modality> ?
Text16	User	I 'll be picking <refexp id='reid.34'>it</refexp> up .
Text16	Clerk	Alright . Your total will be $ 46 . Could I get your name ?
Text16	User	John Smith .
Text16	Clerk	Great , <refexp id='reid.34'>that</refexp> will be ready in about <numeric> 10 </numeric> minutes . Thank you for calling generic pizza , John !
Text16	User	Thank you !
Text17	Clerk	Generic pizza place , how can I help you today ?
Text17	User	Good evening ! I would like <ref id='reid.35'>a <pizza_type> pepperoni </pizza_type> pizza</ref> , but with <topping> cheddar cheese </topping> and a <crust> gluten free </crust> crust . Also can you bake <refexp id='reid.35'>it</refexp> for an extra long time ?
Text17	Clerk	Sure ! What size pizza would you like ?
Text17	User	Hmm . Maybe a <size> medium </size> .
Text17	Clerk	Alright , I have <ref id='reid.36'><quant> one </quant> <size> medium </size> <pizza_type> pepperoni cheddar </pizza_type> pizza</ref> with a <crust> gluten free </crust> crust , baked extra long . Would you like any sides with <refexp id='reid.36'>that</refexp> ?
Text17	User	Hmm . What kind of sides do you have ?
Text17	Clerk	We have bread sticks , cheese sticks , green salads and Caesar salads .
Text17	User	Hmm . How much is the Caesar ?
Text17	Clerk	<ref id='reid.37'>Our Caesar salads</ref> are $ 12 .
Text17	User	Okay , add <refexp id='reid.37'>one of those</refexp> please . That will be all .
Text17	Clerk	Great , one medium pizza and one Caesar salad . Will that be delivery or <modality> pick up </modality> ?
Text17	User	Pick up . My name is John Smith .
Text17	Clerk	Great . That should be ready in about <time> 20 minutes </time> , and you total will be $ 34 , John .
Text17	User	Okay , thanks . Bye .
Text18	Clerk	Hello , this is Jane . Oh , I mean , this is generic pizza place , Jane speaking ! What can I get you ?
Text18	User	Hello there . I 'm looking for a pizza . Do you know if your vegan pizza is organic ?
Text18	Clerk	All of our ingredients are locally sourced and certified organic .
Text18	User	Wow . Okay , I 'd like <ref id='reid.38'><quant> two </quant> <size> large </size> <pizza_type> vegan </pizza_type> pizzas . With <crust> gluten free </crust> crusts . And three mineral waters .</ref>
Text18	Clerk	Great ! Would you like any sides or desserts with <refexp id='reid.38'>that</refexp> ?
Text18	User	No thank you .
Text18	Clerk	Alright , could I get your name and phone number ?
Text18	User	My name is John Smith , 123-456-7890 . Can I save <refexp id='reid.38'>this order</refexp> to reuse later ? Except with only two mineral waters instead of three ?
Text18	Clerk	Definitely , give me a moment to save <refexp id='reid.39'>that</refexp> . Ok , that is <quant> two </quant> <size> large </size> <pizza_type> vegan </pizza_type> pizzas with <crust> gluten free </crust> crusts and <quant> two </quant> mineral waters saved as your preferred order . Is today 's order delivery or <modality> pick up </modality> ?
Text18	User	Yes . But three mineral waters tonight . Delivery please .
Text18	Clerk	Yes , I have <quant> three </quant> mineral waters for today . Alright , your total will be $ 74.50 , and it should take about 20 minutes .
Text18	User	Okay , thank you Jane !
Text18	Clerk	Have a good night !
Text19	Clerk	Generic pizza place , Jane speaking .
Text19	User	Hello , I would like a <size> small </size> <pizza_type> Hawaiian </pizza_type> pizza . Thin crust . And some <pizza_type> cheese </pizza_type> sticks .
Text19	Clerk	Would you like a drink or dessert ?
Text19	User	No thank you . How long will it be ?
Text19	Clerk	It will take about 10 minutes to cook . Is this <modality> delivery or pick up </modality> ?
Text19	User	Can I get it delivered to Generic High School ?
Text19	Clerk	Sure . What is the street address ?
Text19	User	<address> 1234 Main St , New City , AB 12345 </address>
Text19	Clerk	Your total will be $ 28 , and it will arrive in about <time> 15 minutes </time> . Is there anything else you need today ?
Text19	User	That 's it , thanks .
Text19	Clerk	Goodbye .
Text20	Clerk	Hello , thank you for calling generic pizza place ! What can I get for you today ?
Text20	User	I want <ref id='reid.39'><quant> two </quant> <size> large </size> <crust> deep dish </crust> pizzas</ref> . With everything on <refexp id='reid.39'>them</refexp> .
Text20	Clerk	Sure ! That would be <quant> two </quant> <size> large </size> <crust> deep dish </crust> pizzas with mozzarella , <topping> cheddar </topping> , <topping> swiss </topping> , <topping> provolone </topping> , <topping> pineapple </topping> , <topping> green peppers </topping> , <topping> red onions </topping> , <topping> mushrooms </topping> , <topping> black olives </topping> , <topping> pepperoni </topping> , <topping> ham </topping> , <topping> bacon </topping> , and <topping> sausage </topping> . Is that correct ?
Text20	User	Yes . And extra <topping> pineapple </topping> on <refexp id='reid.40'>one of them</refexp> .
Text20	Clerk	Alright , extra <topping> pineapple </topping> on <refexp id='reid.41'>one</refexp> . Would you like any drinks , sides , or desserts today ?
Text20	User	No thank you . Just the pizzas today .
Text20	Clerk	Ok , sounds good . Is this for <modality> pick up </modality> ?
Text20	User	Yes .
Text20	Clerk	Great , added to the <modality> pick up </modality> list . Could I get your name ?
Text20	User	Smith . 456-7890
Text20	Clerk	Alright , that will be ready in about <time> 20 minutes </time> . We will see you then !
Text20	User	Thank you .
Text20	Clerk	Your total will be $ 88 .
Text20	User	Okay , thanks !
Abnormal1	Clerk	Thank you for calling generic pizza place ! This is Jane , how can I help you ?
Abnormal1	User	Hi . I 'm looking for <quant> three </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas . Also three colas . And wait hold on , give me a moment . Uhhhh has anyone seen Max ? Max ? Does anyone remember what he ca n't eat ? Okay hold on , I need to find a buddy of mine . Give me just a few minutes . Actually you know what , I 'll call you back . Uhh just so you know my name is John Smith .
Abnormal1	Clerk	Ok , thank you .
Abnormal1	Clerk	Hello , this is generic pizza place . How can I help ?
Abnormal1	User	Hi , this is John from before . We found Max . And he ca n't have <pizza_type> cheese </pizza_type> for some reason . So that complicates things .
Abnormal1	Clerk	One minute , I think Jane was on the phones earlier .
Abnormal1	User	Oh .
Abnormal1	Clerk	Hey Jane , did you have a John earlier ? You wrote the order down ?
Abnormal1	User	Uhh I think I 'd ordered <quant> three </quant> <size> large </size> pizzas . Or maybe it was two .
Abnormal1	Clerk	Yes , I found the note from earlier . I have <quant> three </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas and <ref id='reid.44'><quant> three </quant> <beverage> colas </beverage></ref> Did you want to do <refexp id='reid.42'>one of those</refexp> without cheese ?
Abnormal1	User	Okay , well I 'd like <refexp id='reid.43'>one of those pepperonis</refexp> without cheese . Yes exactly . Thank you . <refexp id='reid.44'>The three colas</refexp> are still good to go .
Abnormal1	Clerk	Great , we can do that . Is that for <modality> delivery </modality> or pick-up ?
Abnormal1	User	That would be for <modality> delivery </modality> . My address is <numeric> 1234 </numeric> Main St .
Abnormal1	Clerk	Alright , your total will be $ 66 , and it will take about 20 minutes . Anything else you need today ?
Abnormal1	User	No , that 's it from me .
Abnormal1	Clerk	Alright , thank you for your order . Have a nice day !
Abnormal1	User	Thank you .
Abnormal2	Clerk	Hello , generic pizza place . What can I get for you ?
Abnormal2	User	Hi , I 'd like a <size> small </size> <pizza_type> veggie </pizza_type> pizza and a salad .
Abnormal2	Clerk	Sure . We have a both a green salad and a Caesar salad , which would you like ?
Abnormal2	User	Hmm . Maybe the</refexp> Caesar .
Abnormal2	Clerk	Ok , a <size> small </size> <pizza_type> veggie </pizza_type> pizza and ... sa ... d ... . els ... . to ... .ay ... .
Abnormal2	User	What ? Sorry , I think you might be breaking up . Can you repeat that ?
Abnormal2	Clerk	Is there any ... ... . else ... ... get yo ... ... . day ?
Abnormal2	User	That 's it . My name is John .
Abnormal2	Clerk	Deli ... ... or ... . up ?
Abnormal2	User	Uhh . Pick up .
Abnormal2	Clerk	... ..33.50 ... .minu ... ..tha ... ... ou
Abnormal2	User	Uhh okay sure . Thanks .
Abnormal3	Clerk	Hello , this is generic pizza place . What can I get you ?
Abnormal3	User	Hi , can I just get a <size> small </size> <pizza_type> pepperoni </pizza_type> pizza ?
Abnormal3	Clerk	Yeah , sure . That all ?
Abnormal3	User	Um , yeah , that 's all . How much is that ?
Abnormal3	Clerk	$ 14.00
Abnormal3	User	Oh , um , do you do slices ?
Abnormal3	Clerk	Hold on , let me ask . No , unfortunately we do not sell by the slice .
Abnormal3	User	Oh , alright , never mind .
Abnormal4	Clerk	Hello , this is generic pizza place . Just a heads up , all of our ovens are currently out of commission . But is there anything I can help you with ?
Abnormal4	User	Oh , so you 're not doing pizza right now ?
Abnormal4	Clerk	No we are not . The only things we currently have are salads , drinks , and desserts .
Abnormal4	User	Oh well , I guess I can eat healthier for one night . Uh , could I get <ref id='reid.45'>a Caesar salad , a root beer , and a slice of chocolate cake</ref> ?
Abnormal4	Clerk	Okay , sure , we can get you <refexp id='reid.45'>that</refexp> . Did you want to pick <refexp id='reid.45'>it</refexp> up ?
Abnormal4	User	Yeah , I 'll do that .
Abnormal4	Clerk	Okay , that 'll be $ 20.50 . What was your name ?
Abnormal4	User	Jane Doe .
Abnormal4	Clerk	Okay Jane . It 's ready whenever you get here . See you soon .
