	Conversation	Speaker	Transcript
363	Abnormal_2	User	ok cool , I ’ ll be in the CVS parking lot wearing a green hoodie .
364	Abnormal_2	Clerk	Okay , can i get a phone number in case we have trouble finding you .
365	Abnormal_2	User	yeah , it ’ s ( <address> 111 ) 111-1110 </address>
366	Abnormal_2	Clerk	Okay that will be $ 25 upon delivery , it should be there in about <time> 20 minutes </time> .
367	Abnormal_2	User	alright , cool , thanks for your help .
368	Abnormal_2	Clerk	No problem , have a good one .
369	Abnormal_2	User	you too .
370	Abnormal_3	Clerk	Hello this is pizza hut , what can i get started for you ?
371	Abnormal_3	User	hello pizza hut , i want a <size> large </size> <pizza_type> supreme </pizza_type> pizza with a lot of extra <topping> olives </topping>
372	Abnormal_3	Clerk	ok the extra <topping> olives </topping> will be an extra 99 cents , is that ok ?
373	Abnormal_3	User	yeah , fine
374	Abnormal_3	Clerk	I ’ m sorry , what was that ?
375	Abnormal_3	User	I said YEAH fine .
376	Abnormal_3	Clerk	ok , gotcha . And would you like any sides with that ?
377	Abnormal_3	User	would i like any what ? ?
378	Abnormal_3	Clerk	any sides , would you like any sides with your pizza ?
379	Abnormal_3	User	no , all i want is a <size> large </size> pizza with <topping> extra olives </topping> .
380	Abnormal_3	Clerk	ok sir , so I have <quant> one </quant> <size> large </size> <pizza_type> supreme </pizza_type> pizza with <topping> extra olives </topping> , is that right ?
381	Abnormal_3	User	yes , with <topping> extra olives </topping> !
382	Abnormal_3	Clerk	did you say extra <topping> olives </topping> ?
383	Abnormal_3	User	YES , EXTRA OLIVES
384	Abnormal_3	Clerk	ok , ok. That ’ ll be 12.99 . Is this for <modality> pickup </modality> or delivery ?
385	Abnormal_3	User	<modality> pickup </modality> . I ’ ll pay there . When will it be ready ?
386	Abnormal_3	Clerk	In about 15 min .
387	Abnormal_3	User	Okay , thank you , goodbye .
388	Abnormal_3	Clerk	Thank you for ordering with pizza hut , goodbye !
389	Abnormal_3	User	*hangs up*
390	Abnormal_4	Clerk	Hello , this is pizza hut . How can I help you ?
391	Abnormal_4	User	yeah can i get a <size> small </size> <pizza_type> veggie lover </pizza_type> ’ s pizza with lots of italian <topping> sausage </topping>
392	Abnormal_4	Clerk	I ’ m sorry we ’ re out of olives and <topping> sausage </topping> right now . Is there another meat you ’ d like instead ?
393	Abnormal_4	User	you ’ re out of <topping> olives AND sausage </topping> ?
394	Abnormal_4	Clerk	yes i ’ m afraid so . It ’ s been a crazy busy day .
395	Abnormal_4	User	well fine , just give me that fake meat stuff , what ’ s it called ? Beyond meat
396	Abnormal_4	Clerk	the beyond meat <topping> sausage </topping> ?
397	Abnormal_4	User	yeah , fine
398	Abnormal_4	Clerk	Ok , great , so I have a <pizza_type> veggie lover </pizza_type> ’ s pizza with beyond meat <topping> sausage </topping> and no <topping> olives </topping> , is that right ?
399	Abnormal_4	User	well yeah , i guess but only because you don ’ t have <topping> olives </topping>
400	Abnormal_4	Clerk	Again , I ’ m sorry about that . If you ’ d like I can add another topping on there for no extra charge .
401	Abnormal_4	User	no it ’ s okay . I ’ ll just pick that up as soon as i can
402	Abnormal_4	Clerk	Ok , great , it ’ ll be ready in about <time> 15 minutes </time> . Would you like to pay now or when you pick it up ?
403	Abnormal_4	User	i ’ ll just go ahead and pay now ; ready for my card number ?
404	Abnormal_4	Clerk	Yep , go ahead .
405	Abnormal_4	User	<numeric> 1234 5678 9101 1121 </numeric>
406	Abnormal_4	Clerk	Thank you , and that order total will be 12.99 .
407	Abnormal_4	User	thanks .
408	Abnormal_4	Clerk	Thank you for ordering with pizza hut !
