	Conversation	Speaker	Transcript
418	Text_5	Clerk	Hello , it 's UW pizza ! What can I help you with ?
419	Text_5	User	1 vegan pizza and <quant> 1 </quant> ginger ale , please .
420	Text_5	Clerk	Ok , what kind of pizza crust would you like ?
421	Text_5	User	I ’ m not sure . Which is the cheapest ?
422	Text_5	Clerk	Well , thin and regular are the cheapest .
423	Text_5	User	Then I ’ ll go with a <crust> regular </crust> crust .
424	Text_5	Clerk	Ok , what pizza size would you like ?
425	Text_5	User	Small size .
426	Text_5	Clerk	Would you like to have any sides ?
427	Text_5	User	I ’ m sorry . What ?
428	Text_5	Clerk	Any side dishes ? We have breadsticks , cheese sticks , green salad , and caesar salad .
429	Text_5	User	Uhhh… no thanks .
430	Text_5	Clerk	That alright . And would you like to <modality> pick up </modality> your order or get it <modality> delivered </modality> ?
431	Text_5	User	Delivery , please .
432	Text_5	Clerk	Ok , may I have your name , please ?
433	Text_5	User	John Doe .
434	Text_5	Clerk	Ok John , may I have your address and phone number , please ?
435	Text_5	User	My address is <address> 1410 NE Campus Parkway </address> , Seattle , and my phone number is 206-123-4567 .
436	Text_5	Clerk	Got it . And your total for today is <numeric> 13.5 </numeric> dollars with <quant> 3 </quant> <modality> dollars delivery </modality> fee .
437	Text_5	User	Ok , how long will it take ?
438	Text_5	Clerk	It would probably take about 40 minutes .
439	Text_5	User	Great .
440	Text_5	Clerk	And you are all set !
441	Text_5	User	Thank you !
442	Text_5	Clerk	You ’ re welcome . Have a nice day .
443	Text_5	User	Bye .
444	Text_6	Clerk	Hello , it 's UW pizza ! What can I help you with ?
445	Text_6	User	Hello , do you deliver to <address> 1410 NE Campus Parkway </address> ?
446	Text_6	Clerk	Let me check… Yes , we do .
447	Text_6	User	Ok , nice . I ’ d like one cola , one lemon soda and one ginger ale .
448	Text_6	Clerk	Ok. Would you like to have any pizzas ?
449	Text_6	User	Ummm… I don ’ t feel like any pizza today .
450	Text_6	Clerk	That ’ s alright . Would you like to have any salads ?
451	Text_6	User	No thanks , I ’ m full enough .
452	Text_6	Clerk	Ok ... So your total is <numeric> 10.5 </numeric> dollars with <quant> 3 </quant> <modality> dollars delivery </modality> fee .
453	Text_6	User	Ok .
454	Text_6	Clerk	Nice , may I have your name and your phone number , please ?
455	Text_6	User	John . 206-123-4567 .
456	Text_6	Clerk	Got it . And how would you like to pay today ?
457	Text_6	User	Cash .
458	Text_6	Clerk	Ok . It will take 20 minutes to get your drinks delivered . Sounds good ?
459	Text_6	User	Yeah .
460	Text_6	Clerk	Awesome . Have a wonderful day .
461	Text_6	User	Thank you .
462	Text_6	Clerk	You ’ re welcome .
463	Text_6	User	Bye .
464	Text_6	Clerk	Bye .
465	Text_7	Clerk	Hello , it 's UW pizza ! What can I help you with today ?
466	Text_7	User	Hi , this is John Doe , and one gluten-free small Meat Lovers with extra sausages and <topping> bacon </topping> , please .
467	Text_7	Clerk	Anything else ?
468	Text_7	User	Nope .
469	Text_7	Clerk	How would you like to get your food today ?
470	Text_7	User	I ’ ll get there and pick it up .
471	Text_7	Clerk	Ok John , may I have your phone number , please ?
472	Text_7	User	206-123-4567 .
473	Text_7	Clerk	Nice . Your total today is <numeric> 21 </numeric> dollars . Please come to <modality> pick up </modality> your order in <time> 30 minutes </time> .
474	Text_7	User	Nice . Bye !
475	Text_7	Clerk	Bye : )
476	Text_8	Clerk	Hello , it 's UW pizza ! What can I help you with today ?
477	Text_8	User	May I have a <pizza_type> veggie supreme </pizza_type> without red onion , please ?
478	Text_8	Clerk	Ok , may I have your name first , please ?
479	Text_8	User	This is John Doe .
480	Text_8	Clerk	Ok , John , what pizza crust would you like on your <pizza_type> veggie supreme </pizza_type> ?
481	Text_8	User	Thin crust , please .
482	Text_8	Clerk	Ok , and what pizza size would you like ?
483	Text_8	User	Extra large .
484	Text_8	Clerk	Sorry , we only have small , medium , and <size> large </size> .
485	Text_8	User	Oh . How large is your large size pizza ?
486	Text_8	Clerk	The large size pizza is <numeric> 14 </numeric> inches .
487	Text_8	User	Ok. Then large size , please .
488	Text_8	Clerk	Gotcha . Would you like to have any sides or drinks today ?
489	Text_8	User	No , thanks .
490	Text_8	Clerk	Ok , and how would you like to get your order today ? Pick-up or delivery ?
491	Text_8	User	I ’ ll pick it up .
492	Text_8	Clerk	Ok , may I have your phone number , please ?
493	Text_8	User	206-123-4567 .
494	Text_8	Clerk	Alright , and you are all set . Your total is <numeric> 14 </numeric> dollars .
495	Text_8	User	What ? I said I don ’ t want <topping> red onions </topping> . Didn ’ t that make it cheaper ?
496	Text_8	Clerk	Well , the standard price for a <size> large </size> <pizza_type> veggie supreme </pizza_type> pizza is <numeric> 14 </numeric> dollars . We will put more other ingredients on your pizza . Is that ok ?
497	Text_8	User	Ok , ok. Fine .
498	Text_8	Clerk	Ok , please come to <modality> pick up </modality> your order in <time> 20 minutes </time> .
499	Text_8	User	Got it . Bye !
500	Text_8	Clerk	Ok , have a wonderful day .
501	Text_9	Clerk	Hello , it 's UW pizza ! What can I help you with today ?
502	Text_9	User	<pizza_type> 4 cheese </pizza_type> pizza with <quant> extra </quant> <size> parmesan </size> <pizza_type> cheese </pizza_type> , please .
503	Text_9	Clerk	Ok , may I have your name , please ?
504	Text_9	User	John .
505	Text_9	Clerk	Hi John , we actually don ’ t have <pizza_type> parmesan cheese </pizza_type> . We only have mozzarella , <topping> cheddar </topping> , Swiss , and <topping> provolone cheese </topping> .
506	Text_9	User	Oh , sorry . I meant extra <topping> provolone cheese </topping> .
507	Text_9	Clerk	Ok , any extra toppings ?
508	Text_9	User	Nope .
509	Text_9	Clerk	Ok , what pizza crust and size would you like for your <pizza_type> 4 cheese </pizza_type> pizza ?
510	Text_9	User	Medium deep dish crust .
511	Text_9	Clerk	Got it . Would you like to have any drinks or sides today ?
512	Text_9	User	Well… lemon soda , please .
513	Text_9	Clerk	Ok , one lemon soda . Anything else ?
514	Text_9	User	No , that ’ s all .
515	Text_9	Clerk	Well then , how would you like to get your order today ? Pick-up or delivery ?
516	Text_9	User	Delivery .
517	Text_9	Clerk	Ok John , may I have your address and phone number , please ?
518	Text_9	User	1410 NE Campus Parkway , Seattle . And my phone number is 206-123-4567 .
519	Text_9	Clerk	Ok , so your total today is <numeric> 22 </numeric> dollars . And how would you like to make your payment today ?
520	Text_9	User	Credit card .
521	Text_9	Clerk	May I have your credit card information ?
522	Text_9	User	MyCard , 12345 . The expiration date is end of the year .
523	Text_9	Clerk	Ok , your order will arrive at your place in about <numeric> 40 </numeric> minutes . Is that ok ?
524	Text_9	User	Ok. great .
525	Text_9	Clerk	Ok nice . Have a wonderful day !
526	Text_9	User	Bye !
527	Text_10	Clerk	Hello , it 's UW pizza ! What can I help you with today ?
528	Text_10	User	I ’ d like to order , please .
529	Text_10	Clerk	Ok , may I have your name first , please ?
530	Text_10	User	John Doe . J-o-h-n D-o-e .
531	Text_10	Clerk	Hi John , what kind of pizza would you like today ?
532	Text_10	User	I ’ d like <address> 1 Hawaiian and 1 vegan and 1 breadsticks and 1 caesar salad and 5 mineral water </address> .
533	Text_10	Clerk	Ok , what pizza crust and size would you like for your Hawaiian pizza ?
534	Text_10	User	Large thin crust .
535	Text_10	Clerk	And for your vegan pizza ?
536	Text_10	User	Also <size> large </size> <crust> thin </crust> crust .
537	Text_10	Clerk	Ok , just to confirm , did you order other pizzas or just these two pizzas ?
538	Text_10	User	Just these two .
539	Text_10	Clerk	Great . And you also like to have one Caesar salad and <quant> five </quant> mineral water right ?
540	Text_10	User	Yeah , and one breadsticks .
541	Text_10	Clerk	Ok . Anything else ?
542	Text_10	User	That ’ s all .
543	Text_10	Clerk	Ok , Your total today is <numeric> 69.5 </numeric> dollars . And how would you like to get your order today ? Pick-up or delivery ?
544	Text_10	User	My friend will go pick it up for me . Is that okay ?
545	Text_10	Clerk	That ’ s fine . But may I have your friend ’ s name and phone number ?
546	Text_10	User	Jane Smith . J-a-n-e S-m-i-t-h. 206-7654-321 .
547	Text_10	Clerk	Alright , and how would you like to pay today ?
548	Text_10	User	My friend will pay in cash .
549	Text_10	Clerk	Ok , sounds good . Please come to <modality> pick up </modality> your order in <time> 30 minutes </time> .
550	Text_10	User	Great . Thank you very much !
551	Text_10	Clerk	You are welcome . Have a nice day .
552	Text_10	User	Bye-bye !
553	Text_10	Clerk	Bye~
554	Text_11	Clerk	Hello , it 's UW pizza ! What can I help you with today ?
555	Text_11	User	Hi , I would like to have <quant> seven </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizzas .
556	Text_11	Clerk	<quant> 7 </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizza , ok , and how ’ d you like your crust ?
557	Text_11	User	Umm ... can I have thin crust on <quant> three </quant> of them and regular crust on <quant> 3 </quant> of them and deep dish on <quant> 1 </quant> of them , please .
558	Text_11	Clerk	Ok. Any sides or drinks ?
559	Text_11	User	Yeah , can I have <quant> 7 </quant> mineral water , please .
560	Text_11	Clerk	7 mineral water , OK. Would you like to <modality> pick up </modality> your order or get it by <modality> delivery </modality> ?
561	Text_11	User	Delivery .
562	Text_11	Clerk	Ok. May I have your name , please ?
563	Text_11	User	Andy .
564	Text_11	Clerk	Ok , Andy . And your address and phone number , please ?
565	Text_11	User	My address is <numeric> 3925 </numeric> Adams Ln NE , Seattle and my phone number is 255-321-7921 .
566	Text_11	Clerk	Ok , <address> 3925 Adams Ln NE </address> , Seattle . Phone number
567	Text_11	User	Yup !
568	Text_11	Clerk	Ok . The total is <numeric> 131.5 </numeric> dollars . How would you like to pay , in cash or credit card ?
569	Text_11	User	Credit card .
570	Text_11	Clerk	Ok , may I have your card information , please ?
571	Text_11	User	The card type is MyCard , the credit card number is <numeric> 12345 </numeric> and the expiration date is end of the year .
572	Text_11	Clerk	Ok , 12345 and end of the year . Is that right ?
573	Text_11	User	That ’ s right .
574	Text_11	Clerk	Great . Your order will be delivered to your place in <time> 45 minutes </time> .
575	Text_11	User	Ok .
576	Text_11	Clerk	Thanks for your order . Have a nice day !
577	Text_11	User	Yup . You too .
578	Text_12	Clerk	Hello , it 's UW pizza ! What can I help you with today ?
579	Text_12	User	Hi , my name is Andy , and I would like to have one Meat Lovers and <quant> one </quant> <pizza_type> 4 Cheese </pizza_type> today .
580	Text_12	Clerk	One Meat Lovers and <quant> one 4 </quant> Cheese . How ’ d you like your crust and size ?
581	Text_12	User	Well , all thin crust and all medium size , please .
582	Text_12	Clerk	Thin crust and medium . Would you like any sides ?
583	Text_12	User	One Caesar salad .
584	Text_12	Clerk	And any drinks ?
585	Text_12	User	No thanks .
586	Text_12	Clerk	Ok , would you like to <modality> pick up </modality> your order or get it by <modality> delivery </modality> ?
587	Text_12	User	I would like to pick it up myself .
588	Text_12	Clerk	Sure . The total would be 36 dollars , and your order will be ready in <time> 35 minutes </time> . May I have your phone number ?
589	Text_12	User	255-321-7921
590	Text_12	Clerk	255-321-7921 , right ?
591	Text_12	User	Yup .
592	Text_12	Clerk	Great , anything else ?
593	Text_12	User	That ’ s all .
594	Text_12	Clerk	Thank you for your order . Have a nice day !
595	Text_12	User	Ok Bye~
596	Text_13	Clerk	Hello , UW pizza .
597	Text_13	User	Hi , can I have <quant> one </quant> <size> large </size> <pizza_type> veggie Supreme </pizza_type> with <quant> two </quant> <topping> extra bacon </topping> with thin crust ?
598	Text_13	Clerk	OK . Anything else ?
599	Text_13	User	Yeah , uh ... can I also have <quant> two </quant> <pizza_type> cheese </pizza_type> sticks and <quant> two </quant> <beverage> lemon sodas </beverage> , please ?
600	Text_13	Clerk	With no pizza ?
601	Text_13	User	Wait what ? I thought I had ordered <quant> one </quant> <size> large </size> <pizza_type> veggie Supreme </pizza_type> pizza .
602	Text_13	Clerk	No you didn ’ t . So <quant> one </quant> <size> large </size> <pizza_type> veggie supreme </pizza_type> pizza ?
603	Text_13	User	Uh ... <quant> one </quant> <size> large </size> <pizza_type> veggie Supreme </pizza_type> pizza with <quant> two </quant> <topping> extra bacon </topping> with thin crust , please .
604	Text_13	Clerk	Ok . Anything else ?
605	Text_13	User	That ’ s all .
606	Text_13	Clerk	Would you like to <modality> pick up </modality> your order or get it <modality> delivered </modality> ?
607	Text_13	User	deliver .
608	Text_13	Clerk	Ok , that ’ s 48 dollars in total .
609	Text_13	User	Wait ... why is it 48 but not 45 ? Do you charge any delivery fee ?
610	Text_13	Clerk	Yeah . If you don ’ t want to get an additional charge , you should come to pick it up .
611	Text_13	User	No that ’ s fine .
612	Text_13	Clerk	Ok . So what ’ s your name ?
613	Text_13	User	Andy .
614	Text_13	Clerk	And your address ?
615	Text_13	User	My address is <address> 3925 Adams Ln NE , Seattle </address>
616	Text_13	Clerk	And your phone number ?
617	Text_13	User	255-321-7921
618	Text_13	Clerk	Would you pay in cash or in a credit card ?
619	Text_13	User	Cash .
620	Text_13	Clerk	Ok . Your order will be delivered to you in <time> 30 minutes </time> .
621	Text_13	User	Great . Can ’ t wait for it .
622	Text_13	Clerk	Thanks for your order at UW pizza .
623	Text_14	Clerk	Hello , it 's UW pizza !
624	Text_14	User	Hi , can I just order drinks ?
625	Text_14	Clerk	Sure . What would you like to drink ?
626	Text_14	User	Nice . Uh ... do you guys have root beer ?
627	Text_14	Clerk	Yeah .
628	Text_14	User	Oh great ! Can I have <quant> 50 </quant> root beer ?
629	Text_14	Clerk	You what ?
630	Text_14	User	I would like to have 50 root beer . Is it ok ?
631	Text_14	Clerk	50 ? I don ’ t think we have that much root beer left . Could you please order something else ?
632	Text_14	User	oh ok ... then can I have <quant> 10 </quant> for each drink you guys have ?
633	Text_14	Clerk	10 bottles for each drink ? Including mineral water ?
634	Text_14	User	Yes .
635	Text_14	Clerk	Ok , cool .
636	Text_14	User	How much would that be ?
637	Text_14	Clerk	... wait a minute . That ’ s 220 dollars .
638	Text_14	User	Ok. Do you guys do the <modality> delivery </modality> ?
639	Text_14	Clerk	Yeah ! With a 3-dollar additional charge . Is that okay ?
640	Text_14	User	That ’ s fine . Here is my address
641	Text_14	Clerk	3925 Adams Ln NE , Seattle . And may I have your name and phone number , please ?
642	Text_14	User	Yeah , my number is 255-321-7921
643	Text_14	Clerk	255-321-7921 . And your name , sir ?
644	Text_14	User	Andy . How long is it gon na take to deliver them to my place ?
645	Text_14	Clerk	About 50 minutes .
646	Text_14	User	Well…that ’ s too long . I think I will just pick it up myself .
647	Text_14	Clerk	That ’ s fine . Your order will be ready in <time> 10 minutes </time> .
648	Text_14	User	Ok .
649	Text_14	Clerk	Thanks for your order today . Have a nice day .
650	Text_14	User	Yup , you too .
651	Text_15	Clerk	Hello , it 's UW pizza ! What can I help you with today ?
652	Text_15	User	Hi , I am wondering if you guys have thin crust pizza ?
653	Text_15	Clerk	Yes , we do .
654	Text_15	User	Oh nice . Can I have one Pepperoni with a thin crust in large size ?
655	Text_15	Clerk	Sure . Any sides or drinks ?
656	Text_15	User	Um ... let me think ... no , I think I am fine .
657	Text_15	Clerk	Ok. Would you like to <modality> pick up </modality> your order or get it <modality> delivered </modality> ?
658	Text_15	User	Delivery , please .
659	Text_15	Clerk	Ok . The total would be 17 dollars then .
660	Text_15	User	Ok .
661	Text_15	Clerk	May I have your name ?
662	Text_15	User	Andy .
663	Text_15	Clerk	Andy . May I have your address , please ?
664	Text_15	User	Wait ... actually , can I <modality> pick up </modality> myself ?
665	Text_15	Clerk	Oh , sure . If you come pick it up yourself , the total would be 14 dollars .
666	Text_15	User	Ok .
667	Text_15	Clerk	May I have your phone number ?
668	Text_15	User	Ok . Please wait .
669	Text_15	Clerk	Ok .
670	Text_15	User	My phone number is 255-321-7921
671	Text_15	Clerk	255-321-7921 . Great . Your order will be ready in about <time> 15 minutes </time> .
672	Text_15	User	Oh ... but it takes me 30 minutes to get there . Can you guys start preparing my order after 15 minutes ?
673	Text_15	Clerk	Sure ! Then come here 30 minutes later and your pizza would be fresh from the oven !
674	Text_15	User	Ok nice . Thank you .
675	Text_15	Clerk	Have a nice day !
676	Text_15	User	You too !
677	Text_16	Clerk	Hello , it 's UW pizza ! How can I help you today ?
678	Text_16	User	Hi there . How are you today ?
679	Text_16	Clerk	I ’ m great ! What would you like to order ?
680	Text_16	User	Yeah , can I have <quant> 3 </quant> Meat Lovers ?
681	Text_16	Clerk	3 meat lovers . And how would you like the crust and size ?
682	Text_16	User	Just regular crust and medium size , please .
683	Text_16	Clerk	Ok. Would you like any sides ?
684	Text_16	User	Yes , I would like to have <quant> 3 </quant> <side> cheese sticks </side> .
685	Text_16	Clerk	<quant> 3 </quant> <side> cheese sticks </side> . And any drinks ?
686	Text_16	User	No thanks .
687	Text_16	Clerk	Ok. Would you like to <modality> pick up </modality> your order or get it <modality> delivered </modality> ?
688	Text_16	User	Deliver , please .
689	Text_16	Clerk	That would be 42 dollars in total . May I have your name please , sir ?
690	Text_16	User	Yes , my name is Andy .
691	Text_16	Clerk	Ok , Andy . May I have your address , please ?
692	Text_16	User	3925 Adams Ln NE , Seattle
693	Text_16	Clerk	3925 Adams Ln NE , Seattle . And may I have your phone number ?
694	Text_16	User	255-321-7921
695	Text_16	Clerk	255-321-7921 . How would you like to pay , in cash or credit card ?
696	Text_16	User	Credit card .
697	Text_16	Clerk	Ok. May I have your credit card information ?
698	Text_16	User	Yup sure . The card type is MyCard , the credit card number is <numeric> 12345 </numeric> and the expiration date is end of the year .
699	Text_16	Clerk	Ok . Your pizza will arrive in about <quant> 50 </quant> minutes .
700	Text_16	User	Sound great .
701	Text_16	Clerk	Thanks for your order . Bye !
702	Text_16	User	Yup , bye~
703	Text_17	Clerk	Hello , UW pizza !
704	Text_17	User	Hi , can I have <quant> one </quant> <pizza_type> cheese </pizza_type> stick with Caesar salad ?
705	Text_17	Clerk	Wouldn ’ t you like some pizza ?
706	Text_17	User	Yeah sure ... um ... can I have <quant> one </quant> <size> small </size> Pepperoni ?
707	Text_17	Clerk	Ok. Do you need any extra toppings ?
708	Text_17	User	Well I am ok .
709	Text_17	Clerk	Ok , then how would you like your crust ?
710	Text_17	User	Thin crust , please .
711	Text_17	Clerk	Ok. And what did you order for sides again ?
712	Text_17	User	Well , one <pizza_type> cheese </pizza_type> stick and one Caesar salad .
713	Text_17	Clerk	One cheese stick and one Caesar salad . Would you like some drinks ?
714	Text_17	User	No thanks . And I will <modality> pick up </modality> the order myself .
715	Text_17	Clerk	Got it . The total would be 31 dollars . May I have your name ?
716	Text_17	User	Andy .
717	Text_17	Clerk	Ok , and your phone number ?
718	Text_17	User	255-321-7921
719	Text_17	Clerk	255-321-7921 . Great . Thanks for your order . Your order will be ready in <time> 20 minutes </time> .
720	Text_17	User	Awesome .
721	Text_17	Clerk	Have a good day . Bye !
722	Text_17	User	Yup , you also have a good day . Bye .
723	Text_18	Clerk	Hello , it 's UW pizza ! What can I help you with today ?
724	Text_18	User	Hi , can I have <quant> 10 </quant> <size> large </size> Pepperoni ?
725	Text_18	Clerk	<size> 10 large </size> pepperonis . And how would you like your crust ?
726	Text_18	User	Do you have any suggestions ?
727	Text_18	Clerk	Gluten-free crust is my favorite ! Would you like to try that ?
728	Text_18	User	Oh ... um ... I think I would rather have thin crusts .
729	Text_18	Clerk	Thin crust is nice too !
730	Text_18	User	But maybe I can have <quant> one </quant> pizza with gluten-free crust to give it a try then .
731	Text_18	Clerk	So that ’ s 9 thin crust large Pepperoni and <quant> 1 </quant> gluten-free crust large Pepperoni .
732	Text_18	User	That ’ s right .
733	Text_18	Clerk	Would you like some sides ? Our cheese sticks are very good !
734	Text_18	User	Ok , I would like to try one too .
735	Text_18	Clerk	Ok. And would you like some drinks ?
736	Text_18	User	No thanks .
737	Text_18	Clerk	Ok. Would you like to <modality> pick up </modality> your order or get it <modality> delivered </modality> ?
738	Text_18	User	I would like to get it <modality> delivered </modality> .
739	Text_18	Clerk	Ok. And the total would be 150 dollars . May I have your name ?
740	Text_18	User	Andy .
741	Text_18	Clerk	And your <modality> delivery </modality> address ?
742	Text_18	User	3925 Adams Ln NE , Seattle
743	Text_18	Clerk	3925 Adams Ln NE , Seattle . And your phone number ?
744	Text_18	User	255-321-7921
745	Text_18	Clerk	255-321-7921 . Ok. And would you like to pay in cash or by credit card ?
746	Text_18	User	Credit card for sure .
747	Text_18	Clerk	May I have your credit card information ?
748	Text_18	User	Yeah . So my card type is MyCard , credit card number is <numeric> 12345 </numeric> and the expiration date is end of the year .
749	Text_18	Clerk	Great . Your order will arrive in about <quant> 1 </quant> hour and 20 minutes . Is that OK ?
750	Text_18	User	Ok. That ’ s fine .
751	Text_18	Clerk	Great . Thanks for your order today . Bye !
752	Text_18	User	Bye .
753	Text_19	Clerk	Hi , UW pizza !
754	Text_19	User	Hi , Can I just order one <pizza_type> cheese </pizza_type> stick ?
755	Text_19	Clerk	Are you sure you don ’ t need some pizza ?
756	Text_19	User	Um….that ’ s fine .
757	Text_19	Clerk	So only <quant> one </quant> <pizza_type> cheese </pizza_type> sticks . Any drinks ?
758	Text_19	User	No thanks .
759	Text_19	Clerk	Ok. Would you like to <modality> pick up </modality> your order or get it <modality> delivered </modality> ?
760	Text_19	User	I would pick it up myself .
761	Text_19	Clerk	Nice . That ’ s 9 dollars . May I have your name ?
762	Text_19	User	Andy .
763	Text_19	Clerk	Andy , Ok. And may I have your phone number , please ?
764	Text_19	User	255-321-7921 .
765	Text_19	Clerk	255-321-7921 . Your order will be ready in <time> 10 minutes </time> .
766	Text_19	User	Ok , sounds great .
767	Text_19	Clerk	Thank you . Have a good day . Bye !
768	Text_19	User	Yup . You too .
769	Text_20	Clerk	Hello , it 's UW pizza .
770	Text_20	User	Hi , can I have <quant> four </quant> <size> large </size> Pepperoni with thin crusts and one green salad , and <quant> two </quant> <beverage> ginger ale </beverage> , please ?
771	Text_20	Clerk	Wait a minute… <quant> Four </quant> <size> large </size> pepperonis with thin crusts . And what else ?
772	Text_20	User	One green salad and <quant> two </quant> <beverage> ginger ale </beverage> , please . And I would like to <modality> pick up </modality> the order myself .
773	Text_20	Clerk	One green salad and <quant> two </quant> <beverage> ginger ale </beverage> . Pick up . And the total would be 73 dollars . May I have your name ?
774	Text_20	User	Andy and my phone number is 255-321-7921 .
775	Text_20	Clerk	Andy . 255-321-7321 . Is that right ?
776	Text_20	User	No . It ’ s 255-321-7921 .
777	Text_20	Clerk	255-321-7921 . Ok . Your order will be ready in <time> 40 minutes </time> .
778	Text_20	User	That long ? !
779	Text_20	Clerk	Sorry , we ’ re a little busy right now .
780	Text_20	User	Ok that ’ s fine .
781	Text_20	Clerk	Thanks for your patience !
782	Text_20	User	Yup , no worry .
783	Text_20	Clerk	Have a good day . Bye !
784	Abnormal_1	Clerk	Hello , it 's UW pizza . What can I help you with today ?
785	Abnormal_1	User	I ’ d like a Hawaiian pizza , a <pizza_type> 4 cheese </pizza_type> pizza , and a vegan pizza , please .
786	Abnormal_1	Clerk	...
787	Abnormal_1	User	Hello ?
788	Abnormal_1	Clerk	Yup ... sorry , it ’ s a bit noisy and messy here . Would you please repeat your order again ?
789	Abnormal_1	User	Uh… Ok. I ’ d like a Hawaiian pizza , a <pizza_type> 4 cheese </pizza_type> pizza and a vegan pizza .
790	Abnormal_1	Clerk	Ok , anything else ?
791	Abnormal_1	User	That ’ s it .
792	Abnormal_1	Clerk	Just to go over your order again , so you would like to have one Hawaiian pizza , <pizza_type> four 4 cheese </pizza_type> pizzas .
793	Abnormal_1	User	I also said a vegan pizza .
794	Abnormal_1	Clerk	Uh , sorry , what kind of pizza crust and size would you like today ?
795	Abnormal_1	User	Small size and thin crust for all 3 pizzas .
796	Abnormal_1	Clerk	Wait three pizzas ! Can I go over your order again ? I am so so sorry . It ’ s really noisy down here . My apology .
797	Abnormal_1	User	That ’ s okay . Calm down .
798	Abnormal_1	Clerk	So you would like to have one Hawaiian pizza ?
799	Abnormal_1	User	Yes .
800	Abnormal_1	Clerk	And <pizza_type> four 4 cheese </pizza_type> pizzas ?
801	Abnormal_1	User	No , only one .
802	Abnormal_1	Clerk	Ok , got it . And one vegan pizza right ?
803	Abnormal_1	User	That ’ s right .
804	Abnormal_1	Clerk	Great , and can I have your name really quick ?
805	Abnormal_1	User	My name is John .
806	Abnormal_1	Clerk	Ok , John . How would you like to get your order today ? It would probably take more than an hour to deliver your order since it ’ s really busy at the moment .
807	Abnormal_1	User	Ok , I ’ m fine with that . I ’ ll pick it up myself .
808	Abnormal_1	Clerk	Ok , then your total today is <numeric> 300 </numeric> dollars . Oh oh ... I mean 30 dollars . My bad .
809	Abnormal_1	User	That ’ s OK .
810	Abnormal_1	Clerk	Can I also have your phone number really quick ?
811	Abnormal_1	User	206-123-4567 .
812	Abnormal_1	Clerk	Ok , nice . Please come pick it up in <time> 40 minutes </time> .
813	Abnormal_1	User	Great .
814	Abnormal_1	Clerk	Ok , have a nice day .
815	Abnormal_1	User	You too . Bye .
816	Abnormal_2	Clerk	Hello , it 's UW pizza . What can I help you with today ?
817	Abnormal_2	User	I ’ d like to order a <pizza_type> veggie supreme </pizza_type> with <crust> regular </crust> crust and medium size . That ’ s all .
818	Abnormal_2	Clerk	Ok. May I have your name first , please ?
819	Abnormal_2	User	John Doe .
820	Abnormal_2	Clerk	Ok John , how would you like to get your order today ?
821	Abnormal_2	User	By delivery .
822	Abnormal_2	Clerk	Ok , may I have your address ?
823	Abnormal_2	User	My address ? <address> 1410 NE Campus Parkway </address> , Seattle .
824	Abnormal_2	Clerk	Ah ... I am sorry ... I am afraid that we are not able to deliver your order to your area . Is it possible for you to pick it up in person ?
825	Abnormal_2	User	Um… well , actually no .
826	Abnormal_2	Clerk	Ok then . Hope you can visit us next time .
827	Abnormal_2	User	Ok. Bye !
828	Abnormal_2	Clerk	Bye .
829	Abnormal_3	Clerk	Hi , UW pizza .
830	Abnormal_3	User	...
831	Abnormal_3	Clerk	Hello ?
832	Abnormal_3	User	Uh ... sorry . The signal just cut off for a second .
833	Abnormal_3	Clerk	All right . What would you like to order ?
834	Abnormal_3	User	Can I just have one .….pepperoni pizza ?
835	Abnormal_3	Clerk	Sorry , one what ?
836	Abnormal_3	User	<quant> One </quant> <size> large </size> ...
837	Abnormal_3	Clerk	<quant> One </quant> <size> large </size> what ?
838	Abnormal_3	User	… ... <pizza_type> pepperoni </pizza_type> pizza ...
839	Abnormal_3	Clerk	Sorry , your signal is very bad . I can not hear you clearly .
840	Abnormal_3	User	Oh ... ok. Can I have one~large~pepperoni~pizza ?
841	Abnormal_3	Clerk	<quant> One </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizza .
842	Abnormal_3	User	Yup that ’ s right .
843	Abnormal_3	Clerk	And how would you like your crust ?
844	Abnormal_3	User	...
845	Abnormal_3	Clerk	Hello ?
846	Abnormal_3	User	...
847	Abnormal_3	Clerk	Hello ? Are you still there ? I think you just cut off again .
848	Abnormal_3	User	Oh yeah . I am still here . What did you just say ?
849	Abnormal_3	Clerk	I said how would you like your crust .
850	Abnormal_3	User	Oh ... thin crust , please .
851	Abnormal_3	Clerk	Ok , thin crust . Would you like to pick it up or get it <modality> delivered </modality> ?
852	Abnormal_3	User	...
853	Abnormal_3	Clerk	Hello ?
854	Abnormal_3	User	...
855	Abnormal_3	Clerk	Hello ? Are you still there ?
856	Abnormal_3	User	( hang up )
857	Abnormal_4	Clerk	Hi , UW pizza .
858	Abnormal_4	User	Hi , can I have <quant> one </quant> <size> small </size> <pizza_type> size veggie Supreme </pizza_type> pizza with gluten-free crust ?
859	Abnormal_4	Clerk	<quant> One </quant> <size> small </size> <pizza_type> size veggie Supreme </pizza_type> pizza . Wait for a second , I ’ ll be right back .
860	Abnormal_4	User	Oh , ok .
861	Abnormal_4	Clerk	Sorry , I ’ m back . What would you like your crust for your <pizza_type> veggie supreme </pizza_type> ?
862	Abnormal_4	User	Yup , gluten-free crust , please .
