Conversation	Speaker	Transcript
Text_12	User	Yes , can I get <quant> two </quant> sides of breadsticks ?
Text_12	Clerk	oh i forgot to ask , is this for <modality> take-out </modality> or <modality> delivery </modality>
Text_12	Clerk	yes two sides of breadsticks
Text_12	User	Ah yes , we have someone who can pick it up before our event !
Text_12	User	Also , we are looking for it to be ready ~5:00pm tomorrow .
Text_12	Clerk	okay great . can I get a name for the person picking the order up ?
Text_12	User	Yep , it will be Emily
Text_12	Clerk	okay , we ’ ll have that ready for Emily at <address> 5 pm tomorrow </address>
Text_12	Clerk	your total will be $ <numeric> 78.90 </numeric>
Text_12	User	Ok , and you accept mastercard , correct ?
Text_12	Clerk	how would you like to pay ?
Text_12	Clerk	hang on
Text_12	Clerk	yes , we accept mastercard
Text_12	Clerk	New
Text_12	User	Ok , great . 0000-0000-0000-0000 is the card number . 1/1 expiration
Text_12	Clerk	okay thank you !
Text_13	Clerk	Hello , welcome to Luigi ’ s Pizza ! Is this your first time ordering online ?
Text_13	User	hi , yes it is
Text_13	User	do i need to do anything special or can i just tell you my order ?
Text_13	User	also this order is for <modality> delivery </modality>
Text_13	Clerk	Ok , we are currently offering a special , online-only deal ! It is a buy-one-get one for medium pizzas with <quant> one </quant> topping !
Text_13	Clerk	Delivery , ok ! The BOGO applies to both delivery and take-out
Text_13	User	okay that sounds good thanks !
Text_13	User	i ’ ll get <quant> one </quant> <size> medium </size> Supreme pizza with anchovies instead of green peppers and pesto sauce instead of marinara
Text_13	User	and a <size> medium </size> barbeque chicken pizza
Text_13	User	and can you cut one into 16 pieces and the other into 5 pieces ?
Text_13	Clerk	Okay , can do !
Text_13	User	okay thanks !
Text_13	Clerk	Unfortunately , the BOGO won ’ t apply to these pizzas , but can I get you anything else ?
Text_13	User	oh no why does it not apply ? ? ?
Text_13	Clerk	Ah , it is specifically for mediums with <quant> one </quant> topping . So if you would like , we can offer you a third , free one-topping pizza , but unfortunately the other two are multi-topping so you wouldn ’ t be able to apply the BOGO to those two specifically .
Text_13	User	hmph
Text_13	User	okay fine i will get the pizzas as ordered and pay the full price i guess
Text_13	Clerk	Okay , and would you like that one-topping third pizza , free of charge ?
Text_13	User	oh i see , yes please then I would
Text_13	User	can i get that one with <topping> mushrooms </topping> and well done ?
Text_13	Clerk	Okay ! Your total comes to $ <numeric> 22.59 </numeric>
Text_13	User	okay thank you
Text_13	User	hang on let me get my card
Text_13	User	( takes 5 minutes to come back )
Text_13	User	okay the card # is <numeric> 12345 </numeric>
Text_13	User	and the expiration is <numeric> 05/22 </numeric>
Text_13	Clerk	Okay , your order has been processed ! And can I get the address for <modality> delivery </modality> ?
Text_13	User	oh sure it ’ s 1234 Cedar Lane , zip <numeric> 28741 </numeric>
Text_13	Clerk	Okay ! we should have your order out there within 20 minutes !
Text_13	User	okay thank you ! !
Text_14	Clerk	Hi thank you for contacting That ’ s Amore !
Text_14	Clerk	What can I get for you ?
Text_14	User	Hi , I ordered my pizza an hour ago ! And it still hasn ’ t arrived .
Text_14	Clerk	oh dear , my sincere apologies !
Text_14	Clerk	let me check on that .
Text_14	User	My order number was <numeric> 11 </numeric>
Text_14	Clerk	can you tell me your order number
Text_14	Clerk	aha , got it thank you !
Text_14	User	Well ? !
Text_14	Clerk	just give me one moment while I look that up
Text_14	Clerk	okay , so it appears the ticket was lost in our kitchen
Text_14	Clerk	we will have to make the order from scratch
Text_14	User	Aghhh
Text_14	User	I just want a refund
Text_14	Clerk	i understand
Text_14	Clerk	okay , i have issued a refund on your card
Text_14	Clerk	the transaction number for the refund is <numeric> 134829 </numeric>
Text_14	User	Thanks .
Text_14	Clerk	I apologize for the incovenience . I have put a $ 10 credit on your account toward your next order
Text_14	User	Okay .
Text_14	Clerk	thank you for contacting us and have a good day
Text_15	Clerk	Hello , thank you for choosing P-zeria ! What can we get for you today
Text_15	User	HELLO
Text_15	User	I WOULD LIKE <address> TO ORDER A CHEEZBURGER PIZZA AND DO YOU HAVE NACHOS </address> ? ?
Text_15	User	HELLO
Text_15	Clerk	Hi , I am sorry but we don ’ t really have a Cheeseburger Pizza or nachos here . If you tell us more about the cheeseburger pizza , though , we can make you a custom pizza that is similar !
Text_15	User	OKAY I WANT A PIZZA WITH GROUND HAMBURDER DO YOU HAVE THAT ? ?
Text_15	User	AND THEN <address> JUST PUT SOME CHZ ON IT AND PICKLES AND ONTIONZ </address>
Text_15	User	OR IF NOT GOURND BEEF THEN SAUSAGE ?
Text_15	Clerk	Ok , we can do a Pizza with ground beef , <topping> onions </topping> and <topping> cheese </topping> ? Would that be okay ?
Text_15	User	NO PICKLES ? : disappointed :
Text_15	Clerk	Sorry we don ’ t have any pickles here .
Text_15	User	OK WE <address> WILL DO NO PICKLES THEN </address>
Text_15	User	OKAY I AM READY TO PAY NOW
Text_15	Clerk	okay…how do you want to pay
Text_15	User	I HAVE CREDIT CARD
Text_15	User	<numeric> 12345 </numeric>
Text_15	User	AND THEN EXP <numeric> 7/25 </numeric>
Text_15	Clerk	Can I have the CVV #
Text_15	User	WHAT ?
Text_15	User	PH WAIT HANG ON
Text_15	User	I THINK IT IS <numeric> 351 </numeric>
Text_15	Clerk	That works !
Text_15	User	OH GOOD
Text_15	Clerk	And you are picking up right ?
Text_15	User	YES PLZ
Text_15	Clerk	Ok , it will be ready in <numeric> 15 </numeric>
Text_15	Clerk	thanks for your order
Text_15	User	OKAY THANK YOU
Text_15	User	BYE NOW
Text_16	Clerk	Hiya , how are you doing today ?
Text_16	Clerk	This is Caprice Pizza
Text_16	User	Hi , you still have that mediterrinian special ?
Text_16	Clerk	Yes , we do ! Omg that is my favorite pizza it is so good
Text_16	User	Yeah
Text_16	User	it is !
Text_16	User	let me get <quant> 2 </quant> of those
Text_16	Clerk	Okay sure ! What size would you like ?
Text_16	User	Ahh hmmm
Text_16	User	How about a <size> large </size> and medium
Text_16	User	Wait how much are they ?
Text_16	Clerk	The medium is $ 15.75 and the large is <numeric> $ 18.75 </numeric>
Text_16	Clerk	New
Text_16	User	mm you know what make that <quant> 2 </quant> <size> larges </size>
Text_16	User	now can I do <modality> pick up </modality>
Text_16	Clerk	Okay <quant> two </quant> <size> large </size> Mediterranean Pizzas .
Text_16	Clerk	Would you like any dessert with that ?
Text_16	User	nah im good
Text_16	Clerk	We have a tiramisu and a flourless chocolate cake . The chocolate cake is my favorite
Text_16	Clerk	okay no problem
Text_16	Clerk	okay yes , you can <modality> pick up </modality>
Text_16	Clerk	we can have that order ready for you in about <time> 30 minutes </time> does that sound good ?
Text_16	User	yeah ! and cash is good ?
Text_16	Clerk	yes , we accept cash !
Text_16	Clerk	your total will be $ <numeric> 22.18 </numeric>
Text_16	Clerk	may i get a name for that order ?
Text_16	User	Oh yeah its Joe
Text_16	Clerk	and would you like any paper plates , napkins or utensils ?
Text_16	User	nah im good
Text_16	Clerk	okay terrific !
Text_16	Clerk	we will see you in half an hour then
Text_16	User	you bet !
Text_16	Clerk	thank you have a great day !
Text_17	Clerk	hey this is Pete ’ s pizzaa
Text_17	User	hi do you have any special deals today ?
Text_17	Clerk	uhh idek bro
Text_17	Clerk	one sec
Text_17	User	err… okay
Text_17	Clerk	yea we got wings 1/2 price
Text_17	User	okay i don ’ t really want wings . no special deal on pizza ?
Text_17	Clerk	uhhh
Text_17	Clerk	yep
Text_17	User	hello ?
Text_17	Clerk	no specials
Text_17	User	okay
Text_17	User	well then i will get <quant> one </quant> <size> large </size> <pizza_type> cheese </pizza_type> pizza and <quant> one </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pizza
Text_17	Clerk	ok
Text_17	Clerk	any drink
Text_17	User	no drinks thank you
Text_17	User	i have a coupon , it is expired by one day . can i still use it ?
Text_17	Clerk	k
Text_17	Clerk	uhhhhh
Text_17	Clerk	yeah sure whatever
Text_17	Clerk	ill make it work
Text_17	Clerk	last day anyway
Text_17	User	okay awesome , thanks ! !
Text_17	Clerk	anything else
Text_17	User	oh jeez
Text_17	User	um nope nothing else
Text_17	Clerk	ok $ 12 total
Text_17	User	okay . i will pay cash when i get there
Text_17	Clerk	yep
Text_17	User	what time will it be ready ?
Text_17	Clerk	only takes like
Text_17	Clerk	10min max
Text_17	User	okay great i will be there in <time> 10 minutes then </time>
Text_17	Clerk	yep
Text_17	User	and my name is <name> Sandy </name>
Text_17	Clerk	thx
Text_17	User	thanks bye
Text_18	Clerk	Hi thank you for contacting Luigi ’ s !
Text_18	Clerk	Before we get started I have to let you know that we are unfortunately on a limited menu right now . Due the storms over the past few days our vendors ’ delivery service has been reduced .
Text_18	User	Oh , thank you for letting me know .
Text_18	Clerk	Absolutely !
Text_18	User	What options do you have for your cheeses ?
Text_18	Clerk	We have mozzarella , goat cheese , and parmesan
Text_18	User	Ah okay , I would like <quant> 1 </quant> <size> goat </size> <pizza_type> cheese </pizza_type> pizza with <topping> pepperoni </topping> .
Text_18	Clerk	Okay , great that is no problem we have those items
Text_18	Clerk	what size would you like for that pizza
Text_18	User	10 inch should be enough
Text_18	Clerk	Okay terrific
Text_18	Clerk	would you like any sides for this order ?
Text_18	User	No please
Text_18	Clerk	okay , will this be for <modality> delivery </modality> or pick-up ?
Text_18	User	This will be <modality> delivery </modality>
Text_18	User	Ah actually can I have some red pepper on the side ?
Text_18	Clerk	yes , red pepper flakes on the side . those are free of charge
Text_18	Clerk	okay , your total will be $ 11.99 .
Text_18	User	Ok , thank you .
Text_18	Clerk	for deliveries we take payment over the phone . is there a credit card number i can process for you ?
Text_18	User	Also can you make sure there are napkins with the box ?
Text_18	User	Ah yes , it ’ s <numeric> 0000-0000 </numeric>
Text_18	User	1/1 expiration date
Text_18	Clerk	okay terrific .
Text_18	Clerk	oh i just realized that I need to get your address !
Text_18	User	Oh sorry , I meant for <modality> pickup </modality> !
Text_18	Clerk	oh okay no problem .
Text_18	Clerk	we will have this ready for you in about <time> 20 minutes </time>
Text_18	Clerk	can i get a name for the person picking it up ?
Text_18	User	okay !
Text_18	User	Oh right
Text_18	User	Tom
Text_18	Clerk	okay , thank you we will see you soon !
Text_19	Clerk	Hello , welcome to Real Italy Pizzeria , how may I help you this afternoon .
Text_19	User	Hi I wanted to order a pizza but I haven ’ t ordered from here before
Text_19	User	what is your most popular pizza ?
Text_19	Clerk	Hmm , let me think…
Text_19	Clerk	I think that would have to be our Grand Supreme Special .
Text_19	User	okay sounds good ! i will a <size> medium </size> one of those then
Text_19	Clerk	It has <pizza_type> four cheese </pizza_type> , pepperonis green peppers , green and <topping> black olives </topping> , and purple onion , and our special garlic crust to top it off .
Text_19	Clerk	Ok , that will be $ <numeric> 25.80 </numeric>
Text_19	User	okay i also wanted to ask , do you have any signature desserts or sides ?
Text_19	Clerk	Yes . We have our signature tiramisu… .
Text_19	Clerk	Double chocolate cake
Text_19	Clerk	and last but not least…
Text_19	User	oooh !
Text_19	Clerk	our Italian ice cream sundae
Text_19	Clerk	which of those would be to your liking
Text_19	User	oh wow ! okay i ’ ll take one of the ice cream sundaes and that will do it
Text_19	Clerk	Okay thank you very much
Text_19	User	can i pay cash if i pick this up ?
Text_19	Clerk	We will have your order of <address> 1 medium Grand Supreme Special and 1 Ice Cream Sundae </address> ready for you in <time> 15 minutes </time> for <modality> pick up </modality>
Text_19	Clerk	The total will be $ <numeric> 32.12 </numeric>
Text_19	User	okay great , i ’ ll be there in about <numeric> 15 </numeric> then
Text_19	User	thank you !
Text_19	Clerk	Thank you for choose Real Italy Pizzeria . We hope to see you again soon .
Text_20	Clerk	Thank you for contacting Romio ’ s ! Would you like to place an order ?
Text_20	User	Hi , do you do custom pizzas ?
Text_20	Clerk	yes we do ! You can build your own pizza , however we have a limit to 5 toppings per pie to make sure that the pizza cooks propersly
Text_20	User	Excellent .
Text_20	User	Ok , you have gluten-free crust right ?
Text_20	Clerk	yes we do , we have a cauliflower crust
Text_20	User	Ok that should do the trick .
Text_20	User	Now , what are your options for <pizza_type> cheese </pizza_type> ? I have a severe dairy allergy .
Text_20	Clerk	okay , we do have a <pizza_type> vegan cheese </pizza_type> that is similar to mozzarella . would you like that one ?
Text_20	User	You don ’ t have anything else , do you ? Vegan <pizza_type> cheese </pizza_type> usually doesn ’ t taste so good
Text_20	Clerk	can you eat goat cheese ? i know some folks with a lactose intolerance can have it but i ’ m not sure about how dairy allergy ’ s work with that
Text_20	User	Hmm , I guess to be safe we ’ ll just have to do the <pizza_type> vegan cheese </pizza_type> .
Text_20	User	Now , I ’ ll do <topping> olives </topping> , <topping> pepperoni </topping> , and tomato sauce for the remaining toppings .
Text_20	Clerk	okay , i ’ m so sorry we don ’ t have a better option at the moment
Text_20	Clerk	okay terrific . what size pizza would you like ?
Text_20	User	Oh , whatever your normal or medium size is .
Text_20	Clerk	Okay , our mediums are <address> 13 incles </address>
Text_20	Clerk	would you like anything else on this order ?
Text_20	User	13 inches ? Ok that should be enough .
Text_20	Clerk	okay ! will this be for <modality> pickup </modality> or delivery ?
Text_20	User	Oh , <modality> delivery </modality> .
Text_20	User	My address is <address> 1000 Main St </address>
Text_20	Clerk	Okay , your total will be $ <numeric> 15.95 </numeric>
Text_20	User	Oh , that ’ s it ? Okay that ’ s great .
Text_20	User	I can pay with debit , right ?
Text_20	Clerk	yes we can do that if it has a credit card logo on the cards
Text_20	User	Let me see…
Text_20	User	Yes , it does .
Text_20	User	Okay , ready for the number ?
Text_20	Clerk	yes go ahead
Text_20	User	Okay , the number is <numeric> 1000 </numeric> , with security code <numeric> 19 </numeric> and 1/1 expiry .
Text_20	Clerk	i ’ m sorry i wasn ’ t able to get that card to go through .
Text_20	Clerk	do you happen to have another one we could try ?
Text_20	User	Oh , what ? I ’ ve never had a problem with this card , can you try it again ?
Text_20	Clerk	i ’ m sorry i just tried it again , however i received the same message that the card would not process
Text_20	Clerk	we can also accept PayPal if that would work for you
Text_20	User	Hm . Okay we can use my Pay Pal then .
Text_20	Clerk	okay our PayPal member id is orders @ luigis.com
Text_20	User	Okay , I made the payment .
Text_20	Clerk	okay looks like we have received it ! thank you , we will have your order out to you in about <time> 30 minutes </time> !
Text_20	Clerk	New
Text_20	User	Okay .
Text_20	Clerk	thank you and have a great day !
Abnormal_1	Clerk	Hello , thank you for calling Mr. Marinara pizzeria . Are you placing an order ?
Abnormal_1	User	Yep !
Abnormal_1	User	For <modality> delivery </modality>
Abnormal_1	Clerk	okay what can i get you ?
Abnormal_1	User	Let ’ s do <quant> one </quant> <size> large </size> <pizza_type> pepperoni </pizza_type> pie !
Abnormal_1	Clerk	okay anything else for you ?
Abnormal_1	User	Yep , a Coke would be great !
Abnormal_1	Clerk	okay you got it
Abnormal_1	Clerk	all right , your total for that will be $ <numeric> 16.25 </numeric>
Abnormal_1	User	Ok !
Abnormal_1	Clerk	oh gosh , can i put you on hold for a minute ?
Abnormal_1	User	Ah okay !
Abnormal_1	Clerk	( comes back in a minute )
Abnormal_1	Clerk	I ’ m so sorry , our internet service has just crashed and I am unable to process credit card payments for deliveries at this time
Abnormal_1	User	Oh…okay
Abnormal_1	User	Do you know when it will be up again ?
Abnormal_1	Clerk	since our drivers can not carry cash due to our insurance . we can only do orders for <modality> pick up </modality> at this time
Abnormal_1	Clerk	i am not sure . my manager is getting in touch with the service provider now to see what the estimate is
Abnormal_1	Clerk	for the time being it looks like we may have to suspend deliveries for a few hours .
Abnormal_1	User	Ahh..okay
Abnormal_1	User	Let me check…
Abnormal_1	User	Yeah I can ’ t come in to <modality> pick up… </modality>
Abnormal_1	User	I think I ’ m going to call somewhere else , thanks
Abnormal_1	Clerk	okay , we understand ! Sorry for the incovenience , have a good day
Abnormal_2	Clerk	Hello , thank you for calling Besto Pesto Pizza !
Abnormal_2	Clerk	Are you calling for a pickup or delivery order ?
Abnormal_2	User	Hello
Abnormal_2	User	Let me get uhh
Abnormal_2	User	2 donuts
Abnormal_2	Clerk	oh i ’ m sorry unfortunately we do not have donuts .
Abnormal_2	User	You don ’ t ? oh
Abnormal_2	User	Uhhh
Abnormal_2	Clerk	if you are looking for sweets , we have cheesecake and a chocolate raspberry trifle
Abnormal_2	User	Give me 2 cookies
Abnormal_2	User	Or no
Abnormal_2	User	Cheesesteak , I like cheesesteak
Abnormal_2	User	give me one of those
Abnormal_2	Clerk	Oh I ’ m sorry , the item I mentioned was cheese — cake , like the sweet dessert made with <pizza_type> cream cheese </pizza_type> and topped with <topping> strawberries </topping>
Abnormal_2	User	yeah give me one of those
Abnormal_2	User	strawberry-
Abnormal_2	User	ice cream
Abnormal_2	User	yeah i like strawberry ice cream
Abnormal_2	User	ahg
Abnormal_2	Clerk	we do not have strawberry ice-cream , the cheesecake has strawberries as a topping
Abnormal_2	User	ahhhHHHHHH [ incomprehensible ]
Abnormal_2	User	AHHHHHHHHH
Abnormal_2	Clerk	Sir ? ?
Abnormal_2	Clerk	Are you okay ?
Abnormal_2	Clerk	Hello ?
Abnormal_3	Clerk	Hello , this is Tom with Pizza Palace ! How can I help you today ?
Abnormal_3	User	Hi ! I was hoping to place an order for <modality> delivery </modality>
Abnormal_3	Clerk	Okay , we can do that !
Abnormal_3	Clerk	What would you like to order ?
Abnormal_3	User	Okay , can i get a <size> small </size> <pizza_type> cheese </pizza_type> pizza and a <size> small </size> <pizza_type> pepperoni </pizza_type> pizza
Abnormal_3	Clerk	Okay , anything on the side ?
Abnormal_3	User	umm… .
Abnormal_3	User	shit hang on
Abnormal_3	User	*sirens blaring*
Abnormal_3	Clerk	Hello ?
Abnormal_3	User	oh crap , i ’ m getting pulled over
Abnormal_3	User	hangs up
Abnormal_3	Clerk	Hello ?
Abnormal_3	Clerk	Are you still there ?
Abnormal_4	Clerk	Hi , this is Mario ’ s , are you looking to order delivery or takeout today ?
Abnormal_4	User	hi i ’ m looking to pick up an order today
Abnormal_4	Clerk	<modality> pick up </modality> ? Ok we can do that , what would you like to -- ?
Abnormal_4	User	hello ?
Abnormal_4	Clerk	hello -- havin -- tr -- hearing you ?
Abnormal_4	Clerk	can you -- -
Abnormal_4	User	hello ?
Abnormal_4	User	I think… maybe it ’ s a bad connection ?
Abnormal_4	User	let me try moving to another room
Abnormal_4	User	hello ?
Abnormal_4	Clerk	heLLO !
Abnormal_4	Clerk	-- --
Abnormal_4	Clerk	-- -hear me ?
Abnormal_4	User	i can hear you but it ’ s really choppy
Abnormal_4	Clerk	What was your -- --
Abnormal_4	Clerk	-- -- -
Abnormal_4	Clerk	[ line goes flat ]
Abnormal_4	User	I can ’ t hear enough to understand what you ’ re -- -
Abnormal_4	User	*hangs up
