	Conversation	Speaker	Transcript
421	Text18	User	for half of the pizza , I would like your speciality extra cheesy crust and <topping> pepperoni </topping>
422	Text18	User	For the other half I want no <pizza_type> cheese </pizza_type> at all and just tomatoes and <topping> olives </topping>
423	Text18	User	one of my kids love cheese while the other is vegan
424	Text18	Clerk	Thank you for informing this . We ’ ll make sure to follow your customizations precisely .
425	Text18	Clerk	Would you like any fries with that ? We have fries right out of the fryer
426	Text18	User	Yes I would like some . However , no salt on them please
427	Text18	User	One of my kids has a kidney issue
428	Text18	Clerk	I understand . I will let them know . How about brownies ? I hope your kids don ’ t have any sugar issues because they are really yummy !
429	Text18	User	Unfortunately they do - they have ADHD so no sweets
430	Text18	Clerk	I will make sure that the cooks are aware of all your customizations .
431	Text18	Clerk	Thank you for ordering Pizza Hut !
432	Text19	Clerk	Welcome to Domino ’ s ! How can I help you ?
433	Text19	User	I am hoping to get <quant> 2 </quant> <size> large </size> pizza in the promo deal for <quant> 9.50 </quant>
434	Text19	User	Is that available ?
435	Text19	Clerk	I ’ m sorry , that coupon has actually expired . But I am able to find a coupon that will get you <quant> 1 </quant> <size> large </size> and <quant> 1 </quant> <size> medium </size> pizza , is that okay ?
436	Text19	User	how much will that be for ?
437	Text19	Clerk	That ’ ll be for $ <numeric> 7.50 </numeric>
438	Text19	User	Sure that ’ s great ! Are there discounts for sides as well ?
439	Text19	Clerk	I ’ m afraid there aren ’ t . But I assure the sides are very yummy and very worth the price !
440	Text19	User	No worries I am on a really tight budget
441	Text19	User	The pizzas will do
442	Text19	Clerk	I understand . Would you like me to add some bottled water ? They are free of charge
443	Text19	User	That will be good thank you !
444	Text19	Clerk	Okay , so I placed the order down for you
445	Text19	Clerk	Thank you for ordering Domino 's !
446	Text19	User	Thank you too
447	Text20	Clerk	Welcome to Domino ’ s ! How can I help you ?
448	Text20	User	I want a <size> large </size> <pizza_type> meatball </pizza_type> pizza fast
449	Text20	User	that will do
450	Text20	Clerk	I ’ m afraid we ran out of meatball
451	Text20	Clerk	Can I suggest <pizza_type> pepperoni </pizza_type> instead ?
452	Text20	User	oh what ? yeah sure whateveer
453	Text20	User	just get them here asap
454	Text20	Clerk	Any sides ? We don ’ t have any fries or drumsticks but we have very good salad .
455	Text20	User	no need for sides just the pizza
456	Text20	User	maybe a bottle of coke as well
457	Text20	Clerk	We ran out of coke , sprite , and fanta
458	Text20	User	what else do you have then ?
459	Text20	Clerk	We have sparkling water !
460	Text20	User	That ’ s fine
461	Text20	User	please get my pizza fast
462	Text20	Clerk	That sounds good . I will place your order and <modality> delivery </modality> as fast as we can !
463	Text20	Clerk	Thank you for choosing Domino 's !
464	Abnormal1	Clerk	Welcome to dominos
465	Abnormal1	User	Hi I ’ ll like a <size> large </size> pizza please
466	Abnormal1	Clerk	Sure what toppings would you like ?
467	Abnormal1	User	Mushrooms , <topping> pepperoni </topping> , and <topping> black olives </topping>
468	Abnormal1	Clerk	I ’ m sorry we ran out of mushrooms - would you like something else ?
469	Abnormal1	Clerk	hello sir ?
470	Abnormal1	Clerk	hello ?
471	Abnormal1	User	I ’ m so sorry ! My connection suddenly got dropped
472	Abnormal1	Clerk	NO worries sir
473	Abnormal1	User	Yes can I have chicken instead ?
474	Abnormal1	Clerk	Sure
475	Abnormal1	Clerk	Ok confirming your order
476	Abnormal1	Clerk	Thank you !
477	Abnormal1	User	That ’ s correct , thank you !
478	Abnormal2	Clerk	Welcome to Domino ’ s , what can we get you ?
479	Abnormal2	User	I would like a <size> large </size> fries as well as a <size> large </size> <pizza_type> meatball </pizza_type> pizza
480	Abnormal2	Clerk	That sounds good , would you like any drinks with that ?
481	Abnormal2	User	Hang on , my baby ’ s crying . I won ’ t be a minute
482	Abnormal2	Clerk	No problem at all , sir ! I will wait for you to come back
483	Abnormal2	User	ok I ’ m back - drinks - maybe diet coke ?
484	Abnormal2	Clerk	Alright , to confirm your order , <quant> one </quant> <size> large </size> meatball pizza with <size> large </size> fries and diet coke ?
485	Abnormal2	User	be quiet baby dad ’ s ordering some food for us
486	Abnormal2	User	sure that is correct
487	Abnormal2	Clerk	And we will deliver at XXX address ?
488	Abnormal2	User	Yes please
489	Abnormal2	Clerk	Your order will arrive in thirty minutes . Thank you !
490	Abnormal2	User	Thank you !
491	Abnormal3	Clerk	Welcome to dominos
492	Abnormal3	Clerk	How can i help ?
493	Abnormal3	User	Hi , I want a <size> large </size> pizza with meatballs and pepperonis with a side of large fries
494	Abnormal3	User	Can you get it to me quick ? I ’ m in a rush
495	Abnormal3	Clerk	Sure that ’ s fine would you like drinks with this ?
496	Abnormal3	User	Yeah <quant> three </quant> <size> large </size> <beverage> cokes </beverage>
497	Abnormal3	Clerk	Tom can you give me a hand
498	Abnormal3	Clerk	Wait a moment sir
499	Abnormal3	User	Ummm that ’ s pretty rude sir I said I was in a hurry
500	Abnormal3	User	hellooooo ?
501	Abnormal3	User	excuse me !
502	Abnormal3	Clerk	Sorry
503	Abnormal3	Clerk	I had to help a colleague who had trouble carrying a carton of drinks
504	Abnormal3	Clerk	I hope you understand sir
505	Abnormal3	User	just get my order to me asap
506	Abnormal3	Clerk	OK sir , I will ask our delivery driver to get you the order asap
507	Abnormal3	Clerk	Thank you !
508	Abnormal3	User	goodbye
509	Abnormal4	Clerk	Welcome to Domino ’ s ! What can I get you ?
510	Abnormal4	User	A large pizza with <topping> mushrooms </topping>
511	Abnormal4	Clerk	Would you like any sides or drinks with that ?
512	Abnormal4	User	maybe some coleslaw and fanta orange
513	Abnormal4	Clerk	I ’ m so sorry , sir , I ’ m afraid I need to leave urgently .
514	Abnormal4	Clerk	But please don ’ t worry , I ’ ll be switching you over to another clerk who can finish your order for you
515	Abnormal4	User	THat ’ s fine
516	Abnormal4	Clerk	welcome to Domino ’ s ! So I see that you placed an order of a <size> large </size> pizza with <topping> mushrooms </topping> with coleslaw and fanta orange . Would that be all ?
517	Abnormal4	User	I would also like some dessert
518	Abnormal4	User	perhaps some brownies ?
519	Abnormal4	Clerk	We have some fresh brownies right out of the oven
520	Abnormal4	User	That ’ s great get me a dozen
521	Abnormal4	Clerk	We ’ ll get your order to you in <time> thirty minutes </time>
522	Abnormal4	Clerk	Thank you sir !
523	Abnormal4	User	Sure thank you too
